status,count
barcode_unmatch_ambiguous_mapping,71283
barcode_unmatch_unaligned,3081671
barcode_unmatch_aligned,1323397
barcode_unmatch_mapped_to_exon,4884178
barcode_match,60735205
barcode_unmatch_mapped_to_intron,1739909
