gene_id,corr
27395,0.102950785885
18777,0.105543983793
21399,0.186736782486
108664,0.0904628003247
12421,0.208707830401
319263,0.102187809312
59014,0.227736712371
17864,0.195659127802
70675,0.40740474586
170755,0.104018424192
620986,0.0818158292392
73824,0.119840252507
26754,0.0244034949578
211660,0.270727561679
211673,0.119235984312
109294,0.256762292356
240726,0.329877535436
17978,0.142944734361
72265,0.0934899718187
212442,0.0960106627129
433273,0.143513151675
14048,0.322753205835
21749,0.122850117831
19989,0.393562715579
98711,0.16687414717
29819,0.0332949053155
66799,0.189568336646
67923,0.0741883008719
70397,0.278000268954
94227,0.108976729828
241035,0.107878310072
17215,0.133984447025
71877,0.154129250463
75712,0.210614390273
226922,0.0573207548478
70155,0.285858684234
100503399,0.11849301734
280645,0.0713808045476
98366,0.209640839386
68002,0.405520608389
68187,0.192600482853
12823,0.159170659065
68421,0.152451779269
665903,0.211932096512
213109,0.134437935817
19243,0.204201031712
19076,0.144350857279
19335,0.151203132592
213539,0.302376672653
98403,0.0866732115699
433287,0.323499792528
13518,0.204461839525
69668,0.183251125004
27993,0.281614698776
52318,0.102611960991
19253,0.252083797065
226970,0.189931806089
214469,0.129970263541
226971,0.209182773107
50785,0.224027517006
320011,0.193836089455
214854,0.110728032953
214855,0.144999674799
226976,0.125779848771
214895,0.233509278033
94220,0.0799380366466
94218,0.233137190717
78321,0.267421460171
109346,0.0357440786923
20353,0.205847270175
12859,0.0589902746481
226977,0.190936194783
56030,0.251601045743
269180,0.106632349655
76178,0.0641423455208
67387,0.13036078879
269181,0.155441294507
77633,0.114963714911
623661,0.268738670268
69028,0.0492182651402
107734,0.0562353742936
98258,0.187351357579
226982,0.107484821553
56210,0.176393067964
16764,0.274923943479
68833,0.224034940217
18143,0.0679097645833
114641,0.245147234008
54610,0.184869227153
52846,0.0890443665422
67702,0.133309856054
26921,0.276830022572
16178,0.149761365616
16177,0.175604342527
107527,0.353941994606
16182,0.459712137247
16174,0.141997629457
226999,0.134819998881
69527,0.171502213347
73122,0.129855404205
98404,0.039462156691
666642,0.136936842246
17974,0.246016283746
100861934,0.186611925627
67883,0.150725513619
22019,0.180405650401
75623,0.269689476587
72050,0.25694700211
246229,0.153260046404
22592,0.185111363469
73674,0.19729231702
433297,0.0298283945152
227059,0.134720561134
109019,0.119955081779
20849,0.323005873454
100042634,0.199070069127
20846,0.187068255506
14660,0.131714509879
17936,0.198569586418
227094,0.0469666074779
98682,0.140518066787
16329,0.0361634455438
227095,0.28444299601
227099,0.133379727349
227102,0.0500747307867
70396,0.0669139187372
98267,0.173173636423
329152,0.189726310239
98488,0.12683160427
241062,0.370034357477
329154,0.206187011884
81898,0.156339372447
67876,0.272202833443
15510,0.141570065436
15528,0.275617597234
19070,0.224949188668
74013,0.320597024755
212679,0.188667840281
626009,0.0951572508973
329160,0.143317217722
73467,0.0562900904246
68736,0.272537678334
68115,0.144201269169
51960,0.0955456300109
68549,0.138331667021
71872,0.204929620326
66882,0.0328388504521
12747,0.281278709457
70225,0.153159421323
65102,0.186860941654
18393,0.351829288659
100504455,0.0732365354639
213056,0.125049404017
66495,0.0648744949374
100504501,0.22427896644
12633,0.112314041008
12370,0.258284834249
70827,0.149115133112
227154,0.0683654125972
381259,0.170670056518
74018,0.102951859823
14369,0.0617171184356
22218,0.0480609824929
55989,0.117978911381
12168,0.0733126342153
100504533,0.160680503548
72750,0.135178869638
57750,0.0522230500488
100504573,0.169058082455
269198,0.0594215079916
329165,0.196499276324
77300,0.234753297576
100043027,0.128868805896
12487,0.345820855285
12477,0.143784742294
54167,0.216061158974
72823,0.222881877783
18187,0.100780538026
227195,0.273885010371
227197,0.294093892787
55949,0.175941914317
75619,0.0784924841701
93691,0.204664426187
12912,0.112804805188
67099,0.095883843539
69941,0.0557621416686
227210,0.0672490085629
14367,0.189989747144
241075,0.361062126616
667276,0.151671960545
98303,0.122344583366
15926,0.279640445347
18711,0.1480786252
66646,0.105909964738
68691,0.12715267916
11363,0.185597535227
14768,0.150308672759
22779,0.0877316136298
12021,0.101473726902
74591,0.25613493105
108147,0.401263668285
14268,0.308712388425
433319,0.303676100319
111175,0.298461427285
22596,0.121301454648
54380,0.149122388988
19981,0.244481490861
21961,0.198670892422
12765,0.119122884815
76709,0.14969542131
227290,0.171859422034
56695,0.330221674138
69660,0.122290523445
227292,0.21620179228
319651,0.148748645106
58184,0.290319610777
77264,0.072223865185
66821,0.0269516579306
67534,0.0736592431013
104086,0.144298139759
75570,0.112165428942
69171,0.177943773856
227298,0.064869658687
68818,0.256292720287
74104,0.112410804703
245860,0.095853429089
52231,0.0319784525682
74577,0.2596704944
20872,0.230515170229
22145,0.131858959783
56812,0.0814614127834
13437,0.171699780444
71728,0.196373183809
620079,0.135082616074
433323,0.259130019897
23874,0.171975762864
74205,0.0962958957018
195434,0.27510118469
100862182,0.058138061588
252903,0.265473926939
69368,0.279420876143
69163,0.141191882485
26554,0.224646782578
210293,0.139230812497
76867,0.216225952364
100503095,0.138732763721
75734,0.241316301643
15463,0.195747855348
98496,0.269396499928
14897,0.154735095392
381287,0.128066174553
621875,0.0236881653669
109032,0.280732110138
434484,0.205782384773
20684,0.153007245781
319997,0.183226604704
12283,0.0628173901459
64294,0.213735601929
70247,0.0471051023201
78795,0.222986008524
227327,0.253042789986
17975,0.130572308259
100303740,0.270881498043
80828,0.0402693973371
319336,0.297493377347
19231,0.204019848225
18582,0.126005643628
26895,0.146649547777
208718,0.230863861113
26987,0.222123947661
227331,0.197742399433
620454,0.171419130606
16331,0.307153910259
77040,0.245263289573
227333,0.240124673666
227334,0.203635569214
15504,0.232763129452
381280,0.0513150660752
14659,0.421547972353
320982,0.0949712622887
98402,0.148541667754
347722,0.171248951179
74403,0.0768074921859
108679,0.343102456442
16978,0.288702004043
51801,0.270352271623
67921,0.179301321209
665783,0.124266250374
50880,0.274964562862
70788,0.367745588293
227358,0.102148224099
67444,0.303775191876
55927,0.37926239348
18627,0.24269389037
74019,0.165981926175
65247,0.226395052684
208727,0.116867859003
67273,0.181699988064
66915,0.0668017628767
14733,0.173869904146
67446,0.154625754916
108657,0.180677103344
23830,0.11986950987
64095,0.3150701485
69821,0.0983056695588
269224,0.15411644209
66385,0.11503279269
110611,0.0680142085289
18000,0.210767356021
59041,0.23042799907
67026,0.118784975344
66615,0.341793320639
21915,0.200499065618
66262,0.21069721247
98314,0.131092753757
67698,0.0496672963728
20452,0.248266853755
100504401,0.179600120422
52392,0.0901676950991
227399,0.0770383902359
252876,0.333710709847
18484,0.211854926877
100504494,0.0413836376144
27392,0.0792513345978
227446,0.0756412330082
100042023,0.381187212497
227449,0.154794757514
98432,0.0283227304499
12043,0.146102142971
320761,0.0918136911384
70750,0.151548036028
20479,0.248884847517
241197,0.23995397755
22099,0.0765626750672
67949,0.126278157519
76707,0.259200646045
68204,0.107693769384
64143,0.117551688239
226351,0.202551991936
19258,0.160978957681
66343,0.0319420761915
13167,0.213081185581
73103,0.128101224713
68428,0.0190111697562
72999,0.173075191084
70829,0.209402532454
66942,0.172109621696
74117,0.30018393273
74150,0.116861233605
107895,0.272323774156
667090,0.175056727577
72949,0.146341391203
22625,0.151494734222
226407,0.235298281415
226409,0.0243630188335
226412,0.0340231081935
67812,0.372639137316
17219,0.119408816784
226414,0.32985038226
12767,0.299185124477
100042740,0.0515779889727
18640,0.0565780755654
226418,0.120172968878
17164,0.210601070547
226419,0.266988910299
16865,0.225246198428
54354,0.249373323011
56489,0.127162931145
14270,0.137808981769
108900,0.114440994799
226421,0.135241025292
98396,0.0973080609582
226422,0.108175435715
98415,0.110428503267
13714,0.0844294676667
213006,0.145790585666
18557,0.144988378068
74137,0.280340541822
213452,0.233139868512
213464,0.105161255892
74626,0.279502984529
17248,0.129269906994
240752,0.227334352661
108954,0.115278972662
240753,0.0829497042009
20643,0.136668897948
70579,0.304041168895
667118,0.165245417457
240754,0.449036398296
381290,0.398743086918
12227,0.0947345216816
667414,0.197825031167
71884,0.0987826151245
68507,0.170433496336
57439,0.0452628515277
72017,0.23120169809
72674,0.0751918197265
240756,0.106887532387
98710,0.0556816251241
75605,0.428352872407
329251,0.18019421913
67196,0.0605346276402
320139,0.0446112754936
68724,0.0941921902173
215615,0.148381706409
21854,0.0848655335134
226432,0.11191812051
215690,0.279615834876
13007,0.377994208154
27280,0.209163378723
66241,0.255387574473
16565,0.33374814626
383563,0.437884302471
67886,0.266310898939
67997,0.268610655016
381293,0.0829197017298
226442,0.264344892388
100503474,0.108481360178
667686,0.376376958018
320138,0.136135636957
19264,0.353162162704
59125,0.167010318702
69549,0.108627165682
329260,0.0173239003789
226470,0.279015462304
12316,0.203135892404
214498,0.123693229619
26878,0.152365293197
69367,0.162809375564
20822,0.32271855908
56207,0.0225450615944
19735,0.157758848979
64214,0.225812840915
100043240,0.0716584823085
18783,0.202989374617
100043257,0.113507531911
226499,0.340811135077
108989,0.307725086639
96875,0.0202271469854
545370,0.0231421366453
117198,0.0237938444886
66875,0.269196550681
98685,0.214346124291
19821,0.191900595674
100503012,0.271701445387
63913,0.0844346548486
66967,0.156576451045
69399,0.32837728787
66637,0.18855377718
19731,0.322903987207
67771,0.128102596427
17970,0.0652248748087
226517,0.231245250892
226518,0.039120697314
226519,0.234986270225
13211,0.170918706671
74091,0.297613697239
67792,0.142028649561
24014,0.328015075092
14645,0.192494612169
12290,0.153958884487
15939,0.249872350268
58244,0.201876275285
19775,0.147917238957
72482,0.164574818705
74081,0.0257845901911
208263,0.218902480485
240832,0.100364730738
20652,0.115447748087
11352,0.252258236539
30935,0.264601641947
215015,0.133815134284
78255,0.236773826294
226525,0.0830466666634
69953,0.356769659901
26374,0.153743141921
100217414,0.204752552222
67647,0.145393978075
64659,0.158980494815
12301,0.22194072915
29809,0.161483911623
620750,0.434983773117
381305,0.191269271072
14455,0.0923823750099
