gene_id,corr
27395,0.103066963347
18777,0.104855082104
21399,0.186318937445
108664,0.0904565972139
12421,0.208532810765
319263,0.102606920993
59014,0.227455199481
17864,0.195538056672
70675,0.407427092363
170755,0.10368125182
620986,0.0814631766886
73824,0.119830012151
26754,0.0243931484102
211660,0.270884387899
211673,0.118704651181
109294,0.256359082782
240726,0.329849502255
17978,0.142750601677
72265,0.0934099444428
212442,0.0962085113104
433273,0.144388971349
14048,0.322680577164
21749,0.122845469636
19989,0.389106433961
98711,0.166932741175
29819,0.0331800344486
66799,0.189772530494
67923,0.0739890873764
70397,0.277619278587
94227,0.10887450528
241035,0.107883838627
17215,0.134062522149
71877,0.154036476877
75712,0.210815931367
226922,0.0575097046262
70155,0.285368666189
100503399,0.118574063865
280645,0.071821522614
98366,0.209694619143
68002,0.405100454021
68187,0.192172199215
12823,0.158761146967
68421,0.152392363901
665903,0.212123115826
213109,0.133997110482
19243,0.204159173095
19076,0.144442262738
19335,0.150664328765
213539,0.30263141174
98403,0.0874066049147
433287,0.323371201529
13518,0.204337829279
69668,0.181007385112
27993,0.281257423623
52318,0.102704139107
19253,0.25175391709
226970,0.190004953498
214469,0.130034401336
226971,0.209332906761
50785,0.224136665063
320011,0.193857629947
214854,0.110894397997
214855,0.144876262836
226976,0.125993309908
214895,0.233724378223
94220,0.0800495427642
94218,0.23270002338
78321,0.266873838768
109346,0.0357128796276
20353,0.205969729237
12859,0.0588846906447
226977,0.191127353703
56030,0.251796671665
269180,0.106309335906
76178,0.0643453559382
67387,0.130030486258
269181,0.155499374399
77633,0.115023841974
623661,0.268898023111
69028,0.0494375710553
107734,0.0561283591233
98258,0.187428660018
226982,0.107322994991
56210,0.17565804928
16764,0.274864458169
68833,0.224160153994
18143,0.0677760825598
114641,0.244810855359
54610,0.185277531113
52846,0.0894189359829
67702,0.133364756996
26921,0.276725082542
16178,0.149935113221
16177,0.175440959891
107527,0.353896761945
16182,0.457596155391
16174,0.14259616099
226999,0.135828918422
69527,0.171516810352
73122,0.130528536119
98404,0.0396936735365
666642,0.136798374648
17974,0.2461674606
