"gene_id","ILSGR0260r_S1_BC1.bam","ILSGR0260r_S1_BC10.bam","ILSGR0260r_S1_BC11.bam","ILSGR0260r_S1_BC12.bam","ILSGR0260r_S1_BC13.bam","ILSGR0260r_S1_BC14.bam","ILSGR0260r_S1_BC15.bam","ILSGR0260r_S1_BC16.bam","ILSGR0260r_S1_BC17.bam","ILSGR0260r_S1_BC18.bam","ILSGR0260r_S1_BC19.bam","ILSGR0260r_S1_BC2.bam","ILSGR0260r_S1_BC20.bam","ILSGR0260r_S1_BC21.bam","ILSGR0260r_S1_BC22.bam","ILSGR0260r_S1_BC23.bam","ILSGR0260r_S1_BC24.bam","ILSGR0260r_S1_BC25.bam","ILSGR0260r_S1_BC26.bam","ILSGR0260r_S1_BC27.bam","ILSGR0260r_S1_BC28.bam","ILSGR0260r_S1_BC29.bam","ILSGR0260r_S1_BC3.bam","ILSGR0260r_S1_BC30.bam","ILSGR0260r_S1_BC31.bam","ILSGR0260r_S1_BC32.bam","ILSGR0260r_S1_BC33.bam","ILSGR0260r_S1_BC34.bam","ILSGR0260r_S1_BC35.bam","ILSGR0260r_S1_BC36.bam","ILSGR0260r_S1_BC37.bam","ILSGR0260r_S1_BC38.bam","ILSGR0260r_S1_BC39.bam","ILSGR0260r_S1_BC4.bam","ILSGR0260r_S1_BC40.bam","ILSGR0260r_S1_BC5.bam","ILSGR0260r_S1_BC6.bam","ILSGR0260r_S1_BC7.bam","ILSGR0260r_S1_BC8.bam","ILSGR0260r_S1_BC9.bam"
"606736",0,0,0,4,2,0,0,5,0,1,0,1,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,5,8,0,2,0,0,2,0,0,16,0,0,29
"237336",0,17,0,0,6,0,0,0,5,5,2,0,37,13,0,4,3,0,0,14,13,2,9,0,0,26,0,19,39,0,26,4,0,15,2,0,0,0,0,19
"20042",1,145,5,2,166,16,1,14,213,53,97,20,64,49,0,40,71,3,0,124,17,135,82,46,47,217,3,132,189,0,151,38,68,222,12,47,123,83,13,117
"100529074",0,39,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,10,0,0,3,0,3,1,0,9,0,4,22,0,0,3
"53331",0,30,0,1,0,0,0,0,19,0,8,0,6,3,0,0,0,0,0,0,4,0,0,7,5,0,0,0,24,0,4,0,31,31,2,0,33,0,0,1
"70208",0,28,0,0,0,0,0,5,23,6,9,0,9,0,0,3,0,0,0,29,0,0,0,9,1,8,0,8,2,0,6,0,0,0,0,9,35,0,0,0
"13822",0,8,0,0,19,32,0,0,1,29,4,0,0,0,0,15,0,0,0,3,0,7,8,6,1,4,0,0,3,0,15,0,7,0,5,23,5,0,0,0
"237339",2,8,0,0,25,33,1,0,5,0,2,0,0,0,0,0,0,0,0,9,5,8,0,17,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,17
"73910",0,65,8,5,10,0,0,0,25,0,15,0,0,4,0,1,98,0,6,40,3,5,9,7,6,38,0,51,0,0,13,6,0,16,3,16,5,5,3,49
"66311",0,35,1,0,19,0,0,0,52,0,31,5,0,5,0,15,6,1,0,5,0,11,5,26,12,53,0,48,17,0,39,24,8,28,0,6,30,4,9,27
"73681",0,1,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,12,3,0,1,0,0,0,1,0,21,0,0,4,0,0,0,0,0,3,0,0,2
"100504586",13,0,0,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,4,16,0,1,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
"66847",0,14,0,2,50,0,1,0,3,0,26,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,11,2,0,0,0,3,21,0,0,0,4,0,0
"211329",0,10,0,4,14,0,3,0,3,3,4,0,0,0,0,3,0,0,0,0,4,0,2,0,3,8,0,0,8,0,3,0,6,12,0,0,0,0,0,20
"69692",0,16,0,0,4,0,0,0,10,3,0,1,0,0,0,52,0,0,0,8,7,7,2,5,0,6,0,17,0,0,0,0,3,11,0,0,0,12,0,12
"100041294",0,3,0,0,0,0,0,0,1,11,1,0,0,4,0,1,1,0,0,9,4,3,3,0,0,1,0,5,0,0,5,2,0,2,0,0,5,0,0,27
"72580",0,0,0,1,5,0,47,0,4,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,0,0,0,0,0,0,0,0,3
"66521",4,16,0,4,37,0,0,1,40,5,38,6,11,11,0,49,0,0,10,15,13,22,0,8,0,61,0,17,29,0,48,14,8,58,0,0,14,6,2,16
"215900",0,0,0,1,12,0,0,0,11,0,0,3,3,10,0,0,0,0,0,0,0,3,0,0,0,2,0,2,1,0,0,0,0,5,0,0,0,0,0,8
"22110",0,20,13,0,0,0,0,0,7,0,9,7,2,15,0,6,5,0,0,16,21,5,2,14,0,6,0,7,1,0,16,0,0,8,0,0,43,0,0,25
"319638",0,28,0,0,0,0,0,0,9,2,6,0,0,36,0,0,3,0,0,27,26,4,0,1,1,4,0,9,2,0,0,7,0,4,0,1,0,1,0,2
"100041585",0,7,0,2,2,2,0,0,7,5,3,0,0,3,0,1,23,0,3,6,0,1,0,0,3,11,0,10,11,0,9,1,0,7,3,0,2,1,0,18
"15182",8,18,2,0,24,1,10,2,6,53,49,1,7,3,0,11,2,0,0,41,8,13,12,17,12,79,0,30,15,0,79,26,20,30,0,24,52,11,0,28
"17118",0,3,0,3,0,1,14,0,0,0,0,9,2,9,0,0,0,1,0,9,39,0,0,31,2,0,0,0,1,0,0,0,5,13,0,0,0,21,9,0
"14360",0,75,0,6,16,8,10,1,122,19,15,18,119,73,0,32,8,0,0,33,0,13,24,223,0,62,0,1,58,0,46,55,13,14,0,11,50,7,0,21
"19714",1,12,0,0,3,5,3,0,5,23,4,0,3,5,0,0,0,0,0,0,11,29,6,3,35,17,0,24,23,0,9,0,31,95,0,0,26,0,0,29
"72472",0,8,0,0,2,0,0,0,9,27,2,0,0,0,0,0,0,0,0,2,36,16,0,0,0,1,0,0,3,0,18,0,1,0,0,0,0,0,0,7
"67239",0,41,0,0,23,2,0,0,17,9,6,0,0,0,0,0,0,0,0,20,0,15,1,0,0,18,0,13,4,0,6,1,0,73,2,2,17,14,10,28
"67371",0,14,0,0,10,1,1,0,17,22,4,15,0,11,0,4,0,0,0,21,11,8,0,0,0,8,0,5,18,0,50,2,5,5,0,5,20,1,0,38
"11702",0,21,0,0,1,0,1,0,2,10,1,0,0,8,0,0,4,0,0,12,0,1,0,0,0,8,0,12,0,0,7,2,0,2,0,7,4,0,0,4
"78334",0,18,0,0,19,2,32,0,10,2,2,0,43,35,0,26,24,0,0,54,3,37,0,11,0,47,0,21,12,0,10,5,1,5,0,37,42,1,0,5
"71713",2,29,0,1,14,0,0,0,24,23,6,0,18,13,0,3,0,0,0,24,48,2,15,1,10,86,0,46,12,0,41,9,28,27,0,69,82,10,0,64
"100504721",0,2,0,0,10,0,0,0,0,0,13,0,0,7,0,0,0,0,0,7,6,3,0,0,0,0,0,6,2,0,19,0,0,3,0,0,1,1,0,4
"103199",0,14,0,0,3,0,0,0,0,5,28,0,0,2,0,14,15,18,0,1,0,0,0,27,0,6,0,9,0,0,3,0,0,8,0,0,7,28,0,19
"171580",0,14,0,0,4,0,0,3,13,4,9,0,0,9,0,0,1,0,0,8,0,30,0,13,1,14,0,15,1,0,23,5,0,26,0,0,10,7,0,14
"20598",0,0,0,0,0,0,7,0,14,3,0,0,0,14,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,3,0,12,2,0,1,0,0,0,0
"53599",17,168,5,0,90,9,0,0,77,29,60,35,29,40,0,108,6,19,6,95,1,26,50,48,15,116,0,22,7,0,110,9,53,56,0,33,46,23,0,120
"103268",0,12,0,0,0,0,2,0,16,0,0,2,4,1,0,5,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,4,1,0,8,0,2,0,2
"140742",0,32,0,1,26,5,4,8,7,32,45,8,11,5,0,11,38,0,0,21,1,4,2,25,5,28,0,16,5,0,8,0,6,5,16,0,56,18,0,49
"54198",1,20,1,0,27,0,0,0,23,33,17,25,2,25,0,83,10,27,2,20,35,44,6,44,0,70,0,23,15,0,44,12,16,50,0,17,40,6,0,57
"14628",0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,5,13,0,2,0,2,0,0,0,6,16,0,4,8,20,0,0,15,1,0,0,0
"140740",1,34,0,1,3,21,23,0,16,0,9,0,31,8,0,65,0,2,2,11,3,3,12,31,3,121,0,48,10,0,17,36,0,19,2,0,17,22,0,47
"331623",0,18,0,0,15,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,4,0,0,6
"67851",0,3,0,0,14,0,0,0,9,8,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,2,0,3,10,0,0,15,0,0,37
"12484",0,5,0,0,1,0,0,0,2,1,0,0,15,33,0,9,0,0,0,21,0,0,8,5,8,5,0,27,38,0,0,0,32,0,0,0,26,0,0,25
"76563",0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,26,0,0,0,0,8,0,0,0,0,13,0,2,0,0,1,0,1,25,0,0,7,0,0,0
"11793",0,7,0,0,11,0,0,0,18,4,6,0,0,0,0,3,1,0,0,4,33,0,0,14,2,4,0,6,3,0,7,1,0,81,0,0,2,0,0,3
"19072",0,9,0,0,16,0,0,0,16,5,0,0,0,11,0,11,0,0,0,1,0,10,20,14,0,20,0,4,1,0,10,0,0,6,0,5,1,0,0,18
"77987",2,30,0,0,0,0,0,0,12,4,10,1,4,0,0,7,0,0,0,0,10,12,0,0,0,1,0,13,0,0,32,0,0,0,0,0,2,0,0,9
"94221",0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,11,1,0,9,0,0,0,5,0,0,26,0,0,0,0,0,5,0,0,8
"52014",0,35,0,0,27,0,0,21,14,27,10,9,9,3,0,2,0,0,0,59,5,7,3,0,0,10,0,45,14,0,30,0,0,21,1,6,8,0,1,16
"66403",0,58,0,0,13,0,0,0,14,5,8,1,0,24,0,21,0,0,0,56,0,25,0,3,12,19,0,21,10,0,58,4,14,17,0,6,2,35,0,22
"17155",0,6,1,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,11,0,2,0,7,0,5,0,2,0,0,4,0,0,0,0,2,37,12,0,1
"15500",0,3,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,1,17,7,1,0,16,0,13,4,0,4,0,0,0,0,0,4,0,0,19
"56442",0,22,0,0,46,1,0,0,6,17,6,7,15,0,0,18,6,10,20,2,5,21,46,14,0,17,0,5,21,0,18,0,36,13,0,12,9,13,0,23
"18768",0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,12,0,0,3,0,0,0,0,11,0,0,5,10,13,0,0,0,0,0,4
"57319",0,17,0,5,0,23,0,0,2,0,4,0,0,66,0,0,0,0,19,0,85,0,0,0,10,3,0,1,3,0,5,0,0,0,0,0,0,0,0,0
"70297",0,19,0,0,4,0,0,0,11,3,5,0,0,0,0,21,3,0,0,32,12,5,88,6,8,15,0,14,12,0,50,0,17,14,0,4,7,0,7,26
"110829",0,40,0,7,31,1,0,0,65,9,103,10,8,19,0,109,33,0,0,45,65,18,68,24,0,59,0,17,56,0,58,0,0,46,0,15,49,7,20,87
"19386",0,41,0,1,6,0,5,0,29,8,23,0,0,9,0,18,21,0,0,9,11,14,15,19,7,27,0,27,13,0,32,5,19,23,0,10,36,17,4,38
"18451",0,150,0,9,16,17,13,0,54,39,30,0,7,32,0,49,4,0,0,3,49,7,71,27,5,65,0,93,2,0,99,160,56,75,10,12,63,15,0,29
"215999",0,12,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,5,12,3,0,0,0,0,0,9,20,0,82,0,0,0,0,7,0,0,0,0
"216001",0,13,0,0,0,0,0,0,41,1,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,4,0,4,0,0,9,4,0,23,0,0,2,0,0,1
"74747",0,10,0,4,24,0,13,0,7,5,12,34,3,24,0,40,0,0,0,0,0,0,11,29,4,6,0,2,6,0,3,1,0,1,0,0,6,2,0,22
"52717",0,7,0,2,6,0,0,0,17,7,14,0,0,0,0,19,6,0,0,4,0,0,0,8,3,28,0,8,44,0,14,0,1,21,0,4,23,0,3,41
"69090",0,16,0,0,4,0,0,0,3,3,0,0,1,0,0,5,0,0,0,25,0,0,0,3,2,9,0,13,3,0,15,1,0,0,0,0,3,5,0,57
"19156",0,8,0,4,21,1,10,17,23,9,16,29,3,19,0,23,0,2,29,8,98,2,26,45,3,6,0,15,18,0,154,4,65,22,0,2,31,11,0,28
"74048",0,1,0,1,0,0,1,0,0,0,0,7,7,3,0,0,0,0,2,0,69,6,0,49,0,0,0,1,36,0,26,0,0,0,0,6,28,0,0,0
"71279",0,42,0,9,9,1,6,0,26,24,93,4,9,48,0,16,0,0,0,35,50,0,24,20,0,16,0,70,61,0,21,0,3,51,0,5,47,0,0,5
"20397",0,0,0,0,3,0,0,9,8,12,6,2,11,0,0,0,1,0,0,0,23,5,0,1,0,1,0,2,0,0,7,0,6,28,1,0,0,0,0,0
"13688",0,41,0,0,22,0,31,0,31,4,18,0,0,2,0,0,0,0,0,4,2,0,0,4,1,84,0,25,0,0,3,0,3,20,0,0,50,9,0,149
"67895",6,15,0,0,10,6,0,0,24,16,8,0,0,0,0,4,4,0,0,7,0,22,0,0,0,45,0,4,11,0,38,15,0,15,0,11,0,2,0,53
"20224",0,119,0,0,50,0,6,0,12,38,15,2,0,3,0,15,9,2,16,11,7,45,6,33,4,52,0,48,31,0,49,4,18,39,0,10,31,22,5,47
"71767",0,10,0,0,13,0,0,0,0,7,13,0,0,2,0,0,0,0,0,13,0,0,0,0,3,1,0,13,56,0,16,8,3,6,0,1,24,0,0,24
"432466",0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,4,0,0,3,0,0,0,0,0,4
"15275",4,23,0,0,43,0,0,1,17,9,0,0,0,1,0,28,0,0,0,5,0,0,0,12,0,16,0,51,10,0,35,2,5,0,0,4,4,9,2,5
"338359",0,14,0,0,0,0,0,0,3,1,0,0,1,0,0,0,4,0,0,12,0,0,8,1,0,33,0,0,3,0,0,0,0,0,0,3,5,0,1,8
"30930",4,7,0,0,2,0,0,0,14,0,0,0,0,3,0,8,0,0,9,0,3,5,13,3,0,24,0,12,5,0,15,4,0,26,0,0,16,0,0,27
"19073",7,68,11,3,56,45,46,11,169,26,71,1,6,57,0,84,38,4,7,117,47,103,74,103,36,106,7,128,71,0,138,19,72,87,24,34,155,70,3,169
"72320",0,11,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,10,1,0,0,10,0,3,0,0,0,0,0,0,4,2,0,1,4,0,0,5
"56200",0,158,6,0,57,0,54,0,79,97,52,0,16,5,0,32,32,1,0,64,0,30,1,5,5,208,0,66,92,0,90,54,19,194,0,37,114,0,0,117
"94213",0,10,0,6,6,0,3,0,25,19,26,5,0,4,0,3,7,0,0,0,29,0,4,0,0,5,0,1,0,0,11,0,0,17,0,6,7,1,0,10
"67500",1,47,13,1,64,2,6,1,9,23,137,0,16,28,0,21,8,0,0,46,7,39,12,40,22,79,0,99,34,0,29,8,23,60,0,22,71,6,0,48
"52463",0,13,0,0,10,0,0,1,5,0,0,0,2,5,0,11,0,0,0,11,1,0,6,0,6,26,0,3,55,0,2,0,2,4,0,10,38,11,6,27
"73132",0,26,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,9,0,0,4,0,2,0,13,0,0,0,4,1,1,30
"327762",0,17,1,0,8,0,0,0,2,0,7,36,0,3,0,3,0,0,0,4,13,21,0,0,9,10,0,2,7,0,36,0,16,27,0,4,16,1,0,2
"70432",0,18,0,0,0,3,0,0,3,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,3,0,0,2,0,57,1,0,22,43
"67345",0,16,0,0,43,0,0,10,45,0,1,10,0,5,0,14,0,0,0,3,8,26,23,8,1,11,0,0,4,0,10,0,69,12,0,3,17,1,0,13
"93759",0,26,0,0,5,7,0,0,1,0,6,0,0,24,0,0,0,0,0,21,2,0,0,5,93,5,0,0,63,0,3,0,1,17,0,0,7,0,3,11
"28193",0,45,0,0,1,0,0,7,14,0,24,0,0,0,0,0,3,0,8,7,14,4,0,17,0,25,0,0,1,0,10,1,26,12,0,0,14,5,0,8
"108829",0,11,0,6,79,0,0,0,14,0,2,1,8,24,0,10,6,0,0,20,4,39,64,4,1,25,0,30,16,0,0,0,5,11,0,5,8,4,0,27
"211488",0,0,0,0,0,16,0,0,0,5,4,0,0,4,0,2,0,0,0,5,24,5,0,0,0,9,0,1,12,0,11,33,0,25,0,6,9,0,0,102
"71371",2,0,0,0,11,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,0,3,2,0,0,1,0,4
"12534",7,81,0,0,15,0,5,0,59,62,32,26,0,75,0,33,16,0,0,95,0,23,0,29,13,108,0,44,105,0,52,11,33,53,0,29,3,2,0,44
"76551",0,13,0,0,6,0,2,0,4,8,20,0,3,0,0,18,5,0,0,1,0,0,0,0,0,0,0,1,25,0,34,0,0,7,3,51,31,1,0,90
"21780",0,4,0,0,32,0,0,0,27,1,10,0,19,12,0,4,0,0,4,13,32,17,0,59,3,7,0,17,61,0,16,0,2,52,0,2,55,76,4,38
"216080",0,0,0,0,10,0,0,0,4,1,16,7,1,0,0,3,0,0,0,0,4,0,0,0,10,35,0,13,2,0,10,0,9,35,0,0,7,0,0,1
"52637",1,27,0,0,35,0,0,0,25,11,3,0,0,0,0,0,3,0,2,0,14,28,0,8,0,6,0,12,5,0,29,3,0,4,0,10,4,15,0,2
"69718",0,50,0,0,0,0,18,0,1,0,0,0,0,0,0,24,0,0,0,6,3,2,0,2,0,0,0,0,15,0,2,0,9,3,0,0,0,3,36,0
"52696",0,3,0,0,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,17,0,0,5,5,0,2,1,0,32,9,0,0,0,13,9,0,1,19
"110279",2,23,0,0,11,0,0,0,3,0,5,0,0,1,0,8,0,0,0,5,0,5,0,4,3,18,0,4,0,0,19,0,10,7,0,4,27,5,0,25
"74392",0,5,0,0,3,0,0,0,11,11,0,0,0,0,0,11,0,0,0,2,1,2,1,32,0,4,0,0,30,0,5,0,2,23,0,7,0,8,0,10
"68778",0,4,0,0,3,0,0,0,3,7,0,0,0,10,0,7,0,0,0,3,9,0,0,10,0,0,0,0,3,0,13,0,0,1,0,2,2,0,0,1
"67332",0,84,0,0,89,4,6,3,42,7,28,17,20,2,0,61,11,0,0,124,5,79,61,3,11,177,0,14,18,0,44,2,6,59,0,54,128,7,0,49
"100503432",0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"104248",0,5,0,0,34,0,0,0,21,23,19,0,1,7,0,0,6,0,0,10,4,6,5,5,1,6,0,0,22,0,50,0,2,3,0,2,18,3,0,16
"13202",2,19,0,0,1,0,4,0,5,0,38,0,3,6,0,13,0,0,0,36,0,9,0,0,1,14,0,31,15,0,30,9,0,40,30,0,36,9,0,17
"17319",7,428,0,47,457,5,12,11,339,226,333,29,23,104,0,145,98,0,4,319,0,321,94,231,37,396,2,325,337,0,263,214,102,486,22,58,255,129,0,382
"20587",1,44,0,0,24,0,3,0,29,27,25,0,0,36,0,0,0,0,0,18,9,6,0,27,11,56,0,37,9,0,70,20,18,41,0,39,144,10,0,77
"103172",0,1,0,0,0,0,0,0,21,4,20,0,0,1,0,0,0,0,0,4,0,1,0,0,0,9,0,4,0,0,11,3,1,9,0,0,1,0,0,0
"64453",0,6,0,0,24,0,0,0,3,53,0,0,0,2,0,27,0,0,0,0,0,13,3,0,0,2,0,3,0,0,0,0,0,0,0,10,2,0,0,0
"18541",0,24,4,0,43,0,0,7,16,0,11,0,6,9,0,29,0,0,0,7,0,12,35,3,4,20,0,34,29,0,17,20,27,1,0,2,11,0,0,48
"54387",0,22,0,0,15,0,0,0,0,0,2,1,0,3,0,9,1,0,0,17,0,0,2,0,0,17,0,13,4,0,14,8,6,38,0,9,18,1,0,1
"16987",0,23,0,0,27,0,0,0,7,5,11,6,0,3,0,11,0,0,2,3,0,5,0,17,0,4,0,5,7,0,5,12,5,1,0,0,1,0,0,3
"20509",0,17,0,0,6,0,0,0,0,7,7,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2,0,7,3,0,4,3,0,12,0,0,12,1,11,11
"80294",0,5,0,0,11,11,13,0,0,9,23,0,0,4,0,7,0,0,1,0,0,0,0,0,2,0,0,1,1,0,9,0,0,7,0,0,0,51,0,20
"108707",0,0,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,4,6,0,14,0,0,7,0,1,10,0,32,3,4,0,0,0,66,0,0,3
"16414",3,11,0,3,5,0,0,0,8,3,8,59,26,23,0,11,11,0,1,0,119,8,3,58,0,5,0,0,1,0,32,23,12,29,0,19,11,24,0,7
"108705",0,14,0,0,22,0,0,0,21,0,5,0,0,17,0,5,0,0,0,0,0,0,3,15,0,19,0,2,0,0,13,1,7,0,0,0,32,0,0,17
"20610",0,11,0,0,97,0,0,0,63,8,24,0,9,3,0,14,0,0,0,50,15,1,9,5,0,83,0,32,0,0,9,34,0,72,0,56,81,0,0,146
"22213",0,3,28,0,27,12,0,0,305,24,4,0,0,0,0,0,12,0,0,49,27,1,25,14,22,22,0,19,8,0,3,2,11,2,0,0,45,14,0,33
"18641",1,34,0,0,2,0,2,0,19,36,20,0,6,8,5,11,6,0,0,22,9,18,11,37,2,22,0,25,45,0,28,5,6,8,2,6,37,3,0,12
"110816",0,15,0,0,4,0,0,0,0,5,2,0,0,1,0,0,0,0,0,2,0,2,0,0,0,71,0,0,0,0,16,0,0,4,0,0,0,0,0,64
"216131",0,71,0,0,1,0,8,0,0,0,0,5,0,48,0,0,20,0,0,1,23,17,1,8,0,0,0,8,2,0,8,0,0,0,0,0,12,0,0,19
"18114",0,27,4,0,44,33,0,0,26,26,16,22,0,46,0,6,9,0,1,52,6,86,7,18,0,61,0,61,39,0,34,6,16,28,10,0,37,2,0,67
"13014",0,2,0,0,8,0,0,0,1,19,12,0,0,4,0,0,0,0,46,9,51,33,0,2,0,0,0,26,4,0,59,0,18,9,0,0,19,2,0,3
"216134",9,31,0,0,31,0,0,0,16,0,19,0,0,0,0,4,9,0,0,1,3,113,0,8,2,95,0,11,0,0,28,2,1,7,0,9,4,1,0,25
"216136",1,8,0,4,19,0,10,0,0,0,3,4,20,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,26,0,1,0,0,0,0,5,2,0,0,6
"70427",0,7,0,0,3,7,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,19,0,0,0,0,0,0,0,15
"110012",0,105,0,0,5,0,0,0,2,0,3,2,14,8,0,0,0,0,0,0,2,0,2,10,0,24,0,32,5,0,4,4,30,5,0,0,3,4,3,8
"216150",0,52,0,0,44,0,0,0,35,28,23,0,1,6,0,14,9,0,0,128,24,21,17,30,32,121,0,35,42,0,61,6,3,82,12,0,12,8,0,19
"12215",1,30,0,0,44,1,7,0,43,31,28,1,0,14,0,29,6,0,0,11,0,59,3,21,5,7,0,55,14,0,222,17,18,10,0,4,23,11,0,55
"216151",0,2,0,0,49,0,0,0,0,1,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,25,5,0,0,0,0,54,0,10,4,0,0,17
"70294",0,2,0,0,33,0,0,0,36,11,23,1,21,6,0,2,21,0,0,16,0,3,4,3,0,19,0,26,8,0,38,4,23,5,0,0,19,6,0,95
"18483",0,0,0,0,1,0,4,0,0,8,6,0,0,2,0,0,0,0,0,22,2,0,0,9,6,3,0,4,4,0,17,0,0,1,0,0,0,1,0,83
"19205",0,37,0,0,14,0,0,0,23,21,15,10,3,3,0,6,0,0,2,27,1,3,6,5,1,46,0,12,14,0,31,2,9,30,0,6,35,24,0,37
"216152",0,43,0,0,85,15,0,0,25,22,56,0,1,0,0,2,10,0,0,1,1,21,8,0,0,14,0,51,4,0,211,2,2,30,4,0,24,3,0,120
"19152",1,196,0,0,70,37,0,0,5,101,65,0,4,9,0,1,1,1,0,5,2,56,4,20,37,155,0,237,57,0,711,55,146,190,51,0,42,8,0,18
"100503642",1,165,1,1,76,4,10,7,112,126,95,0,0,57,0,107,58,1,20,160,49,114,51,101,45,196,0,124,135,0,182,71,99,287,3,13,202,27,3,124
"216154",0,12,0,0,40,0,6,0,0,5,14,0,0,0,0,0,0,0,0,1,2,0,9,2,0,3,0,0,0,0,8,28,3,0,0,0,21,0,0,51
"13496",2,2,0,0,5,0,0,0,2,6,0,4,9,0,0,0,0,2,2,14,31,1,3,4,0,4,0,0,2,0,26,0,0,6,0,0,39,17,0,33
"216156",1,51,0,0,12,1,7,0,80,20,14,0,0,9,0,12,0,0,0,4,1,5,0,2,0,62,0,24,26,0,10,22,3,36,0,22,1,19,1,15
"12798",0,13,3,0,1,0,34,1,17,12,3,11,0,6,0,5,0,35,3,29,79,21,11,25,3,14,0,14,17,0,120,6,53,12,0,2,25,19,2,24
"27403",0,5,14,3,18,1,0,0,8,0,4,0,5,10,0,0,0,0,0,17,29,52,0,13,58,17,0,9,24,0,38,3,6,0,0,1,0,0,0,28
"70719",0,125,13,2,53,0,15,17,114,10,43,23,10,7,0,69,117,0,47,78,106,39,14,136,4,60,0,30,36,0,360,19,26,8,5,4,85,43,0,45
"66420",0,62,0,6,37,0,0,0,7,34,75,8,0,1,0,12,33,0,9,25,38,43,11,21,1,55,0,51,5,0,23,41,10,53,2,10,38,2,4,73
"625249",2,16,1,0,4,0,0,0,6,3,21,1,0,1,0,81,5,0,3,4,5,17,7,0,3,18,0,9,7,0,46,3,8,17,3,0,7,6,0,7
"216161",0,0,0,0,2,0,5,0,6,3,0,0,3,2,0,36,0,0,2,0,21,3,0,0,0,6,0,0,5,0,48,1,0,8,0,0,8,2,0,7
"20869",0,6,0,0,104,0,0,0,10,0,15,0,0,0,0,12,63,0,0,53,0,0,21,0,0,0,0,38,0,0,156,10,2,47,0,0,0,64,0,18
"100503659",0,16,0,0,2,17,0,0,10,7,67,8,13,10,0,12,11,0,0,51,13,6,1,21,11,72,0,0,4,0,28,1,37,47,0,5,14,0,0,67
"59090",10,77,0,0,40,0,0,0,0,10,11,0,0,4,0,0,42,0,0,17,45,6,6,1,0,42,0,3,5,0,42,0,23,10,0,8,5,0,0,5
"12696",0,13,0,0,3,0,4,0,3,9,14,14,0,18,0,23,19,0,0,1,15,23,1,22,19,15,0,11,38,0,4,26,22,6,0,0,34,5,1,34
"68114",0,20,0,0,6,0,19,2,23,0,6,3,0,0,0,4,0,0,0,1,0,34,18,0,75,4,0,37,9,0,121,0,22,13,0,0,32,5,0,25
"75406",1,24,0,0,13,1,0,0,24,8,11,1,0,4,0,11,10,0,0,29,0,12,23,0,15,13,0,14,14,0,24,0,0,35,1,16,2,0,6,13
"70248",0,85,0,0,142,10,4,0,84,34,53,6,4,18,0,13,4,1,0,91,12,11,5,60,0,67,0,46,48,0,83,101,3,51,60,0,72,37,0,159
"20054",0,341,0,36,105,15,50,12,178,185,226,22,0,99,0,52,28,0,19,155,95,222,79,117,29,327,8,87,132,0,301,90,88,192,0,54,196,146,3,357
"66374",6,29,0,0,23,0,0,0,4,11,11,0,4,9,0,0,0,0,0,6,30,2,17,0,4,8,0,1,4,0,24,6,9,7,0,1,0,13,0,7
