"gene_id","ILSGR0260r_S1_BC1.bam","ILSGR0260r_S1_BC10.bam","ILSGR0260r_S1_BC11.bam","ILSGR0260r_S1_BC12.bam","ILSGR0260r_S1_BC13.bam","ILSGR0260r_S1_BC14.bam","ILSGR0260r_S1_BC15.bam","ILSGR0260r_S1_BC16.bam","ILSGR0260r_S1_BC17.bam","ILSGR0260r_S1_BC18.bam","ILSGR0260r_S1_BC19.bam","ILSGR0260r_S1_BC2.bam","ILSGR0260r_S1_BC20.bam","ILSGR0260r_S1_BC21.bam","ILSGR0260r_S1_BC22.bam","ILSGR0260r_S1_BC23.bam","ILSGR0260r_S1_BC24.bam","ILSGR0260r_S1_BC25.bam","ILSGR0260r_S1_BC26.bam","ILSGR0260r_S1_BC27.bam","ILSGR0260r_S1_BC28.bam","ILSGR0260r_S1_BC29.bam","ILSGR0260r_S1_BC3.bam","ILSGR0260r_S1_BC30.bam","ILSGR0260r_S1_BC31.bam","ILSGR0260r_S1_BC32.bam","ILSGR0260r_S1_BC33.bam","ILSGR0260r_S1_BC34.bam","ILSGR0260r_S1_BC35.bam","ILSGR0260r_S1_BC36.bam","ILSGR0260r_S1_BC37.bam","ILSGR0260r_S1_BC38.bam","ILSGR0260r_S1_BC39.bam","ILSGR0260r_S1_BC4.bam","ILSGR0260r_S1_BC40.bam","ILSGR0260r_S1_BC5.bam","ILSGR0260r_S1_BC6.bam","ILSGR0260r_S1_BC7.bam","ILSGR0260r_S1_BC8.bam","ILSGR0260r_S1_BC9.bam"
"229534",0,36,0,0,4,0,0,0,4,0,13,0,0,1,0,4,5,0,0,2,72,17,0,5,0,0,0,1,1,0,2,9,43,1,0,6,16,18,0,0
"68603",0,14,0,0,6,0,0,0,0,5,9,0,0,5,0,8,0,0,18,2,4,2,0,0,0,8,0,6,13,0,18,72,0,21,0,13,1,0,0,0
"56417",5,2,0,37,8,0,0,4,13,0,3,0,0,2,0,48,16,0,1,15,41,3,0,30,0,38,0,25,3,0,5,2,2,1,0,0,12,0,0,4
"70093",0,84,0,6,38,0,0,15,32,124,13,48,22,4,0,30,4,0,0,32,18,16,3,14,10,153,0,28,41,0,68,33,41,76,1,14,55,238,0,47
"16194",0,0,5,0,25,1,0,0,8,13,1,5,10,0,0,1,0,0,2,0,58,18,0,8,3,13,0,1,3,0,14,0,15,3,10,0,1,1,0,3
"54667",0,0,0,0,1,1,0,0,1,0,3,4,0,0,0,1,0,0,0,5,0,1,0,0,0,18,0,5,5,0,14,0,0,5,0,0,1,0,0,11
"23897",0,54,0,0,12,0,0,0,31,8,7,0,0,4,0,21,0,0,3,5,0,21,12,0,0,17,0,49,0,0,56,3,0,12,0,8,39,9,1,53
"74383",1,63,23,0,100,1,4,0,73,24,99,17,1,26,0,45,9,0,0,16,7,60,10,106,5,203,0,47,157,0,153,11,30,96,0,52,44,59,0,123
"99650",0,28,0,7,19,0,6,0,1,4,3,0,0,28,0,1,0,1,0,0,2,5,0,6,3,9,0,8,9,0,8,0,0,5,0,0,4,0,0,15
"59069",10,173,1,11,146,10,17,12,101,26,121,21,13,42,0,40,22,0,2,115,68,71,78,30,15,311,0,105,145,0,238,80,96,230,14,4,154,37,21,192
"57294",0,17,0,3,13,1,2,1,38,10,29,1,0,19,0,15,3,0,0,26,8,16,6,15,6,34,0,17,43,0,13,5,19,25,1,4,14,43,0,22
"23922",0,3,0,0,2,0,0,0,15,4,10,6,2,1,0,8,2,0,0,0,4,0,1,2,3,11,0,6,4,0,4,4,10,19,0,5,11,15,0,1
"30791",1,9,0,5,6,0,2,0,11,4,3,0,0,1,0,4,1,0,0,5,20,4,2,0,0,6,0,12,2,0,22,23,0,6,0,1,7,1,0,14
"74343",0,21,0,0,1,0,0,0,6,10,29,0,0,8,0,0,0,2,5,0,21,0,3,11,0,2,0,2,40,0,20,9,19,0,0,6,23,0,0,12
"229541",0,14,0,0,38,0,1,0,1,0,0,0,5,0,0,1,0,0,0,15,2,3,6,9,0,21,0,9,3,0,42,3,7,0,0,9,35,0,0,4
"229542",0,6,0,7,34,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,20,0,10,4,0,72,0,12,0,0,1,0,3,15,0,0,3,0,0,0
"229543",0,19,0,0,1,0,0,0,18,0,16,0,1,0,0,0,4,0,0,31,1,0,0,3,0,1,0,22,1,0,0,18,12,9,0,0,1,7,0,2
"67781",30,34,0,0,27,0,1,0,1,39,19,0,17,17,0,30,0,0,0,32,0,3,2,1,20,11,0,27,5,0,41,9,5,74,0,24,6,6,1,7
"20615",0,11,0,0,2,0,0,7,2,0,8,0,0,0,0,7,0,0,0,14,0,18,1,7,0,22,0,0,0,0,2,1,0,6,0,7,4,5,0,0
"66511",0,27,1,5,72,0,1,0,23,14,38,15,1,4,0,1,0,0,0,43,0,6,18,32,0,36,0,41,1,0,72,2,21,14,2,0,22,7,3,27
"20193",0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,39,31,0,3,0,0,0,4,0,0,8,0,0,0,1,0,0,0,0,7
"20196",0,0,0,0,10,0,1,0,11,0,2,5,0,1,0,0,0,0,0,5,1,2,0,2,0,4,0,6,1,0,2,0,7,0,0,0,4,0,0,6
"20198",1,65,2,14,22,0,46,33,89,48,32,48,39,87,0,48,0,1,119,52,364,0,38,381,4,54,0,45,51,0,120,42,90,72,0,18,106,79,6,53
"20200",0,1,6,0,17,0,0,0,9,31,6,63,0,18,0,13,4,4,50,0,241,0,5,67,11,32,0,22,0,0,85,10,37,20,0,2,0,13,0,1
"20195",0,10,0,0,7,1,1,8,7,12,0,12,1,2,0,5,5,0,0,8,286,36,21,48,4,17,0,13,2,0,21,23,23,37,0,0,22,3,4,8
"20194",0,36,5,5,41,16,13,52,43,16,40,38,3,30,0,13,0,0,19,34,157,36,27,87,6,62,0,33,2,0,131,47,48,49,0,5,61,15,0,95
"78523",0,15,0,0,2,0,0,0,12,0,3,0,0,0,0,0,0,0,0,17,0,2,1,8,4,5,0,3,0,0,5,6,2,5,0,2,26,0,0,23
"76742",5,18,0,0,19,0,0,0,27,7,28,1,0,1,0,24,5,0,0,3,18,0,43,0,50,83,0,46,7,0,44,1,0,8,0,4,4,0,0,20
"668409",0,25,0,1,10,13,0,4,61,15,9,2,0,3,0,5,10,0,0,58,14,46,12,23,0,41,1,26,21,0,31,12,51,14,1,24,27,2,4,68
"229584",0,6,0,0,8,0,3,0,41,0,28,0,4,1,0,2,1,0,0,0,3,1,4,0,9,16,0,0,0,0,0,0,1,1,4,20,4,8,0,4
"19172",2,92,1,0,82,12,1,9,64,23,90,6,0,37,0,54,9,4,11,135,29,69,48,14,8,74,0,104,106,0,176,20,76,64,1,18,91,45,3,131
"20341",0,16,0,4,13,0,0,27,3,2,0,0,0,0,0,9,0,0,30,1,9,4,0,0,0,0,0,0,0,0,35,22,0,0,0,0,3,4,0,12
"107650",0,1,0,0,2,0,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,4,0,0,1,0,1,1,0,0,5,0,0,4
"78266",0,44,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,2,0,0,17,0,13,0,0,4,0,12,1,0,0,10,0,0,10
"19185",0,50,0,0,31,69,1,0,43,25,12,0,0,2,0,44,2,0,3,3,20,41,0,7,0,5,0,33,7,0,139,108,33,24,0,6,10,50,0,141
"18720",0,18,0,0,3,0,0,0,14,3,15,0,0,0,0,4,3,0,0,7,2,3,0,0,0,0,0,22,0,0,13,24,1,0,0,8,18,0,0,12
"21427",0,14,0,0,7,14,0,0,5,9,5,0,0,10,0,10,0,1,0,23,7,4,0,30,0,14,0,9,11,0,21,0,0,10,0,3,19,0,0,0
"69269",0,0,0,0,0,0,0,0,5,0,1,0,2,2,0,0,0,0,0,3,0,1,0,6,4,10,0,0,13,0,0,0,1,0,0,0,4,0,0,29
"69769",0,0,0,0,7,0,0,0,14,2,7,1,2,7,0,16,0,0,9,17,25,12,0,15,0,13,0,5,2,0,23,27,5,2,0,7,6,0,0,4
"213054",4,42,0,0,11,0,2,0,44,1,35,1,0,17,0,45,0,0,0,0,12,0,5,3,0,21,7,12,27,0,10,6,5,41,3,0,4,2,2,12
"56772",0,0,0,0,3,3,0,0,3,5,0,3,0,3,0,12,0,0,0,14,0,4,1,17,0,0,0,1,3,0,3,0,3,0,0,0,22,0,0,5
"57912",0,54,2,1,5,3,0,13,23,13,37,6,1,32,0,15,0,1,6,36,36,0,27,44,0,54,0,60,10,0,79,1,17,23,0,16,29,18,1,31
"75007",0,0,1,0,3,0,0,0,11,18,0,35,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"76893",3,80,0,7,44,0,2,0,23,21,6,12,0,22,0,30,14,0,0,2,11,7,17,16,8,25,0,35,20,0,84,115,38,26,9,40,24,3,6,45
"84505",0,52,0,0,14,5,0,0,17,12,29,0,0,0,0,15,24,0,0,40,13,0,13,0,0,27,0,8,0,0,6,0,2,106,0,5,28,0,0,5
"11863",0,1,0,1,27,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,8,14,2,3,0,2,0,0,0,0,32,0,0,21,0,4,4,0,0,0
"13040",1,12,0,10,19,0,2,45,1,9,19,22,21,28,0,5,2,6,200,48,339,0,13,59,1,0,0,10,35,0,92,1,165,75,0,3,10,0,0,2
"229593",0,14,0,10,0,0,0,0,7,1,0,1,1,0,0,0,5,0,0,8,0,0,0,1,0,30,0,5,2,0,3,0,0,0,0,0,10,0,0,6
"56205",0,66,0,0,12,2,0,0,8,3,1,6,0,36,0,6,33,0,1,0,1,0,23,2,0,11,0,11,11,0,32,30,0,0,0,1,2,9,0,12
"17210",0,29,0,0,11,0,2,7,4,0,16,5,5,28,0,1,2,0,1,1,42,31,6,12,0,18,0,2,10,0,34,26,1,30,0,9,27,14,1,23
"71807",4,25,0,0,49,0,6,0,4,2,17,1,0,1,0,0,1,1,0,4,0,2,0,2,0,4,0,26,4,0,12,7,11,12,13,0,16,1,6,32
"75137",0,21,0,0,0,0,39,0,15,11,4,0,0,3,0,0,1,0,0,15,0,7,5,21,0,17,0,6,5,0,5,0,5,0,0,0,7,1,0,101
"70767",0,21,0,0,9,0,0,0,0,15,46,0,0,49,0,12,0,1,0,5,3,22,0,13,0,15,0,41,0,0,13,0,0,36,0,0,14,0,0,21
"66292",4,31,0,0,20,0,0,4,35,5,22,15,11,16,0,14,0,0,8,99,5,24,0,55,15,10,0,43,20,0,53,9,3,23,0,1,24,0,0,66
"229599",0,7,0,0,35,0,0,0,2,0,9,0,0,0,0,5,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,20,0,4,29,0,0,0
"226548",0,12,0,0,2,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,3,3,0,16,0,0,5,0,7,0,16,4,0,3,2,0,0,0
"66471",9,153,0,0,130,20,10,25,129,78,143,37,3,67,0,87,43,2,0,40,8,36,70,56,3,108,0,136,91,0,141,16,98,194,12,1,135,62,43,149
"67220",0,5,0,1,11,0,0,0,15,0,9,2,0,1,0,33,0,22,0,7,26,0,6,65,2,36,0,6,18,0,57,0,1,9,0,0,11,2,0,10
"22365",0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,4,4,0,0,32,0,5,0,0,0,1,0,6,0,0,1,0,7,0,0,0,0,0,0,7
"229603",0,3,0,0,3,0,24,0,0,2,16,0,0,10,0,0,2,0,0,13,0,0,0,5,0,0,0,5,4,0,9,6,0,0,23,2,1,0,0,3
"107701",0,14,0,1,21,0,0,0,14,11,10,0,0,1,0,8,0,0,0,24,0,41,16,4,0,16,0,28,8,0,29,0,9,38,3,0,36,6,0,23
"69168",0,11,0,0,7,0,0,0,15,17,20,0,0,0,0,3,4,0,0,29,0,3,5,0,0,55,0,28,33,0,53,12,3,3,0,1,44,10,0,18
"319176",0,8,0,0,3,1,0,0,17,1,0,0,0,0,0,3,0,0,0,5,0,2,0,1,0,14,0,1,8,0,9,4,1,2,0,0,1,1,0,5
"319190",0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,0,0,0,2,0,0,0,27,0,0,0,54,0,0,1
"56338",0,67,5,2,23,0,11,0,17,21,18,11,15,53,0,2,16,6,9,25,22,35,20,58,26,41,0,35,54,0,94,29,10,77,13,7,19,0,0,25
"69870",0,13,0,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,7,0,10,0,3,0,0,0,2,0,0,6
"60365",0,43,9,0,43,3,46,0,49,11,38,0,0,1,0,26,8,2,4,61,19,10,22,3,31,72,0,26,24,0,85,27,6,112,0,7,60,1,0,69
"18632",0,17,0,0,11,0,0,0,7,0,26,0,0,10,0,7,5,0,0,0,1,0,2,0,0,7,0,1,4,0,22,0,0,7,0,5,15,14,22,18
"67845",4,1,0,0,5,2,0,0,7,14,2,10,0,0,0,0,5,0,0,5,0,3,2,0,5,13,0,5,14,0,12,6,12,35,0,4,1,0,0,11
"67549",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,13,0,1,0,1,0,0,2,0,15,22,0,0,5,0,0,11
"66659",0,29,0,0,7,0,0,0,0,0,0,15,2,18,0,0,0,14,0,0,3,30,0,0,0,10,0,0,5,0,27,0,4,22,0,0,3,0,0,10
"68058",0,13,18,0,0,1,0,0,0,4,4,0,0,2,0,1,0,0,0,6,0,1,0,5,0,96,0,0,7,0,0,0,19,3,0,17,2,24,0,12
"20333",0,1,0,0,8,0,0,0,15,0,4,0,0,0,0,0,0,0,0,5,2,6,0,13,0,14,0,0,0,0,12,1,0,2,0,1,0,9,3,6
"18129",1,9,0,3,25,5,7,26,80,29,42,16,0,20,0,8,3,5,6,32,46,27,63,4,0,15,28,14,0,0,49,0,8,4,17,4,27,6,18,291
"236539",0,15,0,0,4,0,0,0,16,3,5,0,0,1,0,4,1,0,0,8,0,5,1,0,0,17,0,12,7,0,3,7,0,19,1,0,8,2,0,14
"269470",0,70,0,0,9,0,16,0,0,3,16,6,0,15,0,3,0,0,0,16,4,17,18,0,0,13,0,34,46,0,0,0,0,32,0,10,12,7,0,48
"14547",0,2,0,0,10,0,0,0,39,0,15,0,0,0,0,8,0,0,0,0,1,0,0,19,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0
"17156",0,16,0,0,7,0,0,0,56,0,35,29,0,3,0,20,6,0,0,73,11,2,9,14,0,11,0,13,18,0,23,15,6,25,0,7,17,9,0,44
"74044",0,14,0,0,5,0,0,0,2,4,1,0,0,2,0,0,0,0,0,2,0,0,0,14,41,56,0,16,0,0,13,4,0,14,0,0,27,22,0,1
"11928",12,50,0,0,35,0,0,0,45,23,32,3,16,34,0,8,22,0,0,13,34,9,40,25,4,10,0,54,2,0,36,21,20,27,0,61,36,15,2,18
"70747",0,34,0,0,10,0,12,0,3,1,6,5,2,9,0,12,2,0,0,8,0,2,5,13,4,12,0,0,11,0,1,0,0,0,0,3,1,0,0,5
"66641",0,10,0,0,4,0,0,0,17,0,12,27,0,1,0,5,0,0,0,48,23,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,5
"229663",0,156,9,4,115,12,28,0,120,58,136,2,29,23,0,61,20,0,11,156,65,19,108,34,7,220,0,132,46,0,118,38,22,91,24,85,131,17,3,254
"18176",0,16,0,0,53,0,25,0,67,9,10,6,0,34,0,14,9,0,10,82,13,10,26,46,14,176,0,52,39,0,36,34,15,45,5,32,79,21,1,25
"68183",7,45,0,2,17,0,0,0,30,9,2,0,5,7,0,10,6,7,15,17,0,10,7,27,20,16,0,18,13,0,31,3,18,32,0,8,5,8,0,19
"94093",0,8,0,0,4,0,0,0,10,15,1,0,0,13,0,0,0,0,0,4,0,1,5,22,0,26,0,2,6,0,7,0,3,7,0,4,10,20,0,26
"15257",7,25,0,3,65,4,0,0,37,4,28,16,28,25,0,3,2,0,0,56,15,19,21,7,0,20,0,40,24,0,83,28,3,41,1,3,34,10,1,55
"140917",0,1,0,0,11,0,0,0,13,12,0,0,0,16,0,7,2,0,11,0,9,3,0,3,0,3,0,8,0,0,2,0,24,0,0,0,13,0,0,3
"229675",0,102,0,0,26,0,14,0,6,14,0,0,0,0,0,0,0,0,0,1,6,0,9,5,0,1,0,10,5,0,6,9,1,26,11,31,2,0,0,9
"18685",0,14,0,0,1,26,2,0,1,0,5,0,4,5,0,1,1,0,0,1,1,0,9,4,0,0,0,0,0,0,11,0,1,6,0,0,4,0,0,12
"269473",0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,17,0,0,1,1,17,0,0,0,0,0,0,0,4,0,3,0,0,0,0
"20501",0,26,0,0,20,18,2,0,17,0,32,0,0,2,0,1,0,0,0,5,3,15,12,0,3,77,0,13,4,0,27,7,1,14,5,3,29,4,1,9
"624251",0,28,0,2,22,0,3,0,15,3,15,2,0,9,0,0,4,4,5,7,14,4,3,24,3,11,0,13,6,0,11,6,12,28,3,0,4,9,2,21
"17454",0,18,0,0,0,1,0,0,49,3,2,0,0,0,0,4,1,0,0,4,0,3,0,3,0,11,0,0,143,0,37,4,7,0,0,0,0,0,1,0
"229681",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,1,0,6,0,0,0,0,0,0,2,3,0,1,0,48,0,0,0,0
"53975",0,15,0,0,1,0,0,0,0,9,0,0,0,0,0,2,0,0,0,2,0,0,0,8,0,4,0,3,16,0,3,0,2,1,0,0,0,0,0,13
"109905",0,7,0,1,22,2,5,0,24,42,34,32,0,29,0,19,1,3,0,11,0,61,20,4,15,18,0,47,21,0,52,6,2,54,0,8,9,0,0,40
"11950",0,28,0,4,10,0,8,1,48,33,17,0,2,3,0,6,2,0,0,35,1,14,4,7,17,40,0,26,32,0,37,8,10,46,0,1,47,7,0,30
"70465",0,17,0,0,67,1,0,0,42,6,17,0,0,0,0,21,3,0,0,41,11,6,0,1,7,47,0,46,44,0,30,0,7,23,0,7,42,4,0,25
"99712",0,1,0,0,4,0,22,1,2,11,5,0,0,9,0,0,0,1,0,19,23,10,0,14,12,13,0,4,35,0,13,0,0,2,0,57,1,27,0,0
"67171",0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,10,0,0,0,3,18,0,0,5,0,2,7,0,0,0,0,0,0,5,0
"321000",1,3,0,3,41,9,0,0,23,13,10,23,5,0,0,11,24,0,0,0,31,1,8,7,0,50,0,10,0,0,2,0,8,0,0,8,0,0,0,10
"12508",0,48,0,13,109,14,33,81,57,70,29,12,24,107,0,5,11,60,30,82,147,20,23,74,7,61,0,61,87,0,90,28,12,83,0,14,119,28,0,24
"229694",0,21,1,0,2,3,1,0,11,115,25,19,1,72,0,14,2,0,5,58,10,0,10,21,3,42,0,68,13,0,9,10,13,13,0,0,14,13,2,42
"68576",0,15,0,0,1,1,0,0,0,0,0,2,4,0,0,0,0,0,0,5,2,6,0,2,0,1,0,0,0,0,7,13,7,9,5,9,0,0,0,6
"229700",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,17,2,0,0,1,0,1,0,0,0,0,0,1,4,0,8,0,0,5,0,0,0,0,0,4
"229707",0,31,0,0,24,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,19,0,22,0,61,0,0,11,25,1,2,0,6,15,1,0,2
"229709",0,12,0,0,33,1,0,0,31,31,56,0,0,4,0,6,6,0,0,22,2,16,5,7,0,21,0,17,73,0,36,18,5,23,0,15,8,14,0,29
"280047",0,23,4,0,24,8,9,2,37,24,52,3,6,10,0,48,9,0,6,62,13,44,11,28,1,63,0,45,39,0,65,18,27,34,2,13,50,7,1,48
"14862",0,61,4,0,1,0,0,0,0,3,14,0,0,0,0,5,0,0,0,0,19,114,0,9,0,13,0,8,21,0,28,0,1,1,0,0,10,3,0,4
"109674",0,18,0,0,8,0,0,0,0,6,19,1,0,0,0,8,0,0,0,7,2,0,0,9,0,10,0,4,0,0,15,2,1,23,0,0,21,5,0,42
"14679",10,36,0,0,48,0,4,0,18,3,31,14,2,3,0,4,7,0,7,12,27,8,0,23,17,55,0,19,6,0,49,13,6,14,0,17,26,0,0,21
"72522",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,23,0,0,4,0,0,0,0,7,0,0,2,0,0,10
"26442",0,54,0,0,10,7,0,0,21,26,7,0,0,7,0,8,0,0,0,20,5,20,10,4,14,34,2,23,17,0,15,8,5,31,0,0,24,4,0,28
"20661",0,1,0,0,7,0,4,0,0,15,12,0,0,0,0,0,0,0,2,24,14,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,13,0,0,1
"20226",0,19,0,0,8,0,0,0,1,0,97,0,0,0,0,24,0,0,0,14,24,45,1,2,0,21,0,23,0,0,77,0,13,13,0,13,26,0,0,12
"99730",0,3,0,0,13,0,0,0,4,4,0,2,0,0,0,0,0,0,0,1,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"229725",0,13,0,1,37,0,0,0,8,0,12,0,0,2,0,0,8,0,1,0,0,0,0,2,0,0,0,2,0,0,0,28,0,1,0,0,0,0,0,0
"20912",0,7,0,0,0,0,0,0,3,0,3,2,0,0,0,15,1,0,0,7,22,2,10,0,3,8,0,2,1,0,19,0,1,6,0,0,0,0,0,0
"66921",0,51,5,0,77,0,5,0,27,35,63,0,3,20,0,11,12,0,5,82,198,38,54,25,14,83,0,66,62,0,60,4,11,92,0,38,84,21,18,73
"329739",0,20,0,0,83,0,0,0,29,16,4,27,0,14,0,38,18,2,0,11,6,22,25,18,0,2,0,81,17,0,64,0,13,50,0,24,6,0,0,37
"57257",0,1,0,0,0,0,0,0,0,13,9,0,0,3,0,0,0,0,0,4,7,25,0,0,0,26,0,0,2,0,20,0,6,14,0,8,32,0,0,25
"99890",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,1,0,3,0,3,0,22,8,0,0,0,0,9,0,0,0,0,1,0
"67225",0,4,0,5,10,0,0,0,9,7,0,1,0,14,0,0,0,0,0,1,15,10,0,15,0,7,0,5,0,0,3,0,0,1,0,0,13,0,0,17
"69740",0,4,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,25,0,1,0,0,6,0,0,0,0,0,7,15,0,4
"66500",0,16,0,9,34,7,0,0,2,15,4,2,0,0,0,7,0,0,0,4,12,24,4,22,3,5,0,1,4,0,10,0,0,5,4,4,4,5,3,11
"58193",0,0,0,13,9,0,0,0,7,0,2,0,1,0,0,4,0,0,0,1,0,0,0,0,5,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0
"229776",0,7,0,0,0,0,10,0,3,0,19,53,0,0,0,19,0,0,0,1,0,0,1,9,10,21,0,2,0,0,33,0,0,6,0,3,7,0,0,16
"66368",0,28,0,0,4,4,0,0,35,0,6,0,0,2,0,6,16,10,0,1,0,11,1,1,5,3,0,2,11,0,24,0,2,0,0,0,68,0,0,3
"13171",0,5,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,12,0,0,0,3,0,3,8,0,10,7,0,0,0,0,2,3,0,2
"72776",0,19,0,0,16,0,0,0,18,10,0,0,1,3,0,1,0,0,0,3,0,0,0,11,3,15,0,3,1,0,21,0,2,9,0,0,2,0,0,15
"15247",0,19,0,0,16,3,18,0,23,24,5,7,3,5,0,0,6,0,0,29,10,2,0,0,7,23,0,5,7,0,4,0,0,5,0,16,3,7,0,10
"77559",0,18,0,0,16,45,0,0,24,10,1,0,0,3,0,1,0,0,0,1,9,0,6,10,3,1,0,0,3,0,8,0,0,0,0,5,0,41,0,6
"20321",14,3,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,3,0,0,1,11,0,37,23,0,48,0,56,7,0,3,0,17,0,2
"56195",0,25,0,0,3,0,1,0,21,20,3,2,0,25,0,27,0,0,0,6,0,0,1,0,0,8,3,2,0,0,5,0,0,10,0,0,3,9,6,16
"71994",2,162,0,1,128,0,0,0,107,63,29,14,0,65,0,3,40,0,0,59,0,129,65,2,20,111,0,212,176,0,29,15,41,164,0,3,169,70,0,93
"14630",0,1,0,0,6,2,0,0,0,6,0,0,0,0,0,0,0,0,0,38,26,0,0,0,0,29,0,0,0,0,5,0,0,12,0,1,2,9,0,8
"99480",0,33,0,0,32,1,7,0,14,21,30,0,5,11,0,19,17,0,0,9,0,9,0,10,0,35,0,37,29,0,14,5,2,25,1,15,4,7,0,41
"69608",0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,2,0,0,0,16,0,0,2,5,0,0,0,4,0,0,21,2,0,8,0,1,0,0,0,0
"210529",28,44,0,0,20,0,0,0,19,0,40,0,0,1,0,33,0,0,0,5,4,0,0,14,1,22,0,6,1,0,81,0,0,0,0,11,14,0,0,25
"69895",0,51,0,1,29,0,18,0,16,44,77,0,11,3,0,34,14,0,2,29,0,22,11,3,12,57,0,84,67,0,52,13,8,26,37,20,39,16,0,41
"100047282",4,28,1,0,20,1,2,2,14,15,29,3,3,18,0,1,5,0,0,38,5,12,2,6,10,6,0,16,21,0,13,7,17,27,5,6,25,10,5,17
"108058",0,11,0,0,23,0,2,0,3,2,0,0,1,2,0,17,0,0,0,30,13,0,0,0,2,3,0,1,0,0,0,0,0,13,0,0,0,0,0,4
"28036",31,64,0,0,13,0,0,0,10,25,29,0,0,16,0,16,0,0,0,101,27,5,18,7,0,17,0,37,6,0,74,12,5,37,0,29,20,3,0,45
"71643",0,1,0,0,3,0,14,0,8,0,1,4,0,0,0,14,0,0,0,2,0,3,0,0,0,25,0,10,0,0,0,2,6,17,0,5,12,2,0,11
"211550",0,2,0,63,11,0,1,0,11,5,0,18,8,5,0,0,28,0,0,18,13,17,18,19,1,2,0,22,1,0,74,0,0,0,25,0,28,23,0,9
"211556",0,8,3,0,0,0,0,0,11,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,3,0,0,0,0,0,6,1,0,2
"70617",0,1,0,0,1,0,0,0,7,0,10,0,0,0,0,0,1,0,2,0,3,0,0,9,12,14,0,0,0,0,16,0,5,2,0,0,0,0,0,0
"170439",0,55,15,3,92,1,0,4,16,9,62,16,3,23,0,43,2,0,0,56,38,38,10,3,0,55,0,89,32,0,85,15,34,91,7,21,21,1,15,33
"68147",0,56,0,0,96,12,1,0,18,24,64,46,5,18,0,13,16,1,0,24,0,6,0,0,0,136,0,35,44,0,26,6,1,113,0,37,64,3,110,50
"66350",0,20,0,0,0,0,0,0,0,8,20,0,0,0,0,0,5,0,0,4,3,0,15,0,0,14,0,0,39,0,5,30,14,1,0,0,7,0,0,2
"12368",3,90,1,3,24,8,2,19,4,0,0,10,2,10,0,10,0,0,0,21,2,0,4,37,9,2,0,0,6,0,10,28,5,14,0,0,4,10,0,0
"99683",0,5,0,0,1,6,5,0,0,2,0,0,17,6,0,4,0,0,0,1,4,0,10,0,0,10,0,0,6,0,29,0,13,12,4,3,1,14,0,2
"66357",0,8,0,5,11,2,0,0,3,2,3,11,0,0,0,14,3,0,0,0,5,1,5,28,0,6,0,23,0,0,11,20,1,11,0,13,21,47,0,13
"68436",3,111,8,1,140,38,0,7,141,38,112,10,27,57,0,28,16,4,5,90,18,47,27,68,8,146,0,63,56,0,113,58,115,161,20,70,121,31,7,150
"15107",0,5,3,0,15,4,9,0,13,0,44,1,0,0,0,0,5,0,0,36,7,7,4,6,5,26,0,0,40,0,8,8,2,1,5,5,34,30,0,13
"13722",8,36,0,0,35,0,7,0,20,1,0,0,0,0,0,0,1,0,0,9,0,0,2,0,12,3,0,8,14,0,2,0,1,54,0,0,5,44,52,46
