cell_id,unaligned,aligned_unmapped,mapped_to_exon,mapped_to_intron,ambiguous_mapping,mapped_to_ERCC,mapped_to_MT
E2,18707,24337,81693,27172,1355,0,2828
E3,139,119,179,27,0,0,31
E4,9189,14865,49005,17436,652,0,3389
E5,12715,23289,73510,27401,1356,0,4078
E6,10183,18448,30008,22095,326,0,7321
E7,17515,19958,129533,28651,1705,0,9147
E8,11225,19956,60153,22223,901,0,2605
E9,11843,18165,54903,17876,1317,0,3121
E10,26425,38913,239696,47312,4342,0,16575
E11,12749,17057,89247,20318,1560,0,3036
E12,12303,21552,68840,21224,769,0,3092
E13,20075,27144,133704,30772,3326,0,5132
E14,11930,21823,74790,21199,1186,0,5785
E15,37093,43088,284900,61272,4352,0,21206
E16,11343,19027,59209,18608,887,0,3651
E17,30477,30578,181404,41092,3292,0,11135
E18,13700,22016,78219,23868,1246,0,3723
E19,16867,23498,87512,27961,1556,0,6752
E20,3146,4635,16768,5274,533,0,1088
E21,251,257,539,86,8,0,66
E22,11974,21381,68227,21573,1408,0,3397
E23,11727,14738,61551,19624,651,0,2703
E24,20338,27325,150311,36596,1966,0,8844
F1,19983,27952,154809,32322,2980,0,11035
F2,17062,24152,104277,33412,1909,0,6000
F3,7812,10604,40330,9960,778,0,1298
F4,9391,13623,50704,15844,804,0,3253
F5,7894,14040,39950,13097,582,0,2289
F6,7770,12001,34526,11304,601,0,1000
F7,7173,11685,38298,14657,726,0,1752
F8,7608,12946,42886,12835,783,0,1959
F9,11115,16099,56089,14962,1167,0,2926
F10,10051,14852,63454,18175,950,0,5666
F11,538,355,946,351,74,0,16
F12,4629,7153,24686,11616,276,0,960
F13,10465,16877,58174,21250,993,0,5469
F14,8452,12816,45467,15437,619,0,2268
F15,391,31,495,244,11,0,17
F16,8194,14013,43450,16607,775,0,4737
F17,18997,27063,136338,29988,2638,0,4120
F18,16305,18633,98931,29714,1554,0,4589
F19,10543,16038,59511,17742,1180,0,3792
F20,14575,18814,97017,24623,1978,0,2959
F21,9801,13948,62278,18224,1792,0,3641
F22,8237,13725,42216,14858,1016,0,3930
F23,12320,15670,89372,20367,1163,0,4825
F24,14812,19998,130752,21833,2209,0,7336
G1,9431,16798,61340,17068,610,0,3067
G2,33186,21156,50293,21423,907,0,5353
G3,9087,17594,49594,13440,962,0,2495
G4,11390,23546,54594,18043,749,0,2496
G5,15039,21335,120245,24453,1932,0,4397
G6,14669,26784,73249,23036,1614,0,7165
G7,7820,17225,41469,10834,597,0,2145
G8,6311,16007,28061,13015,596,0,1220
G9,12568,22364,77787,21567,1985,0,2480
G10,10161,19885,37802,13278,512,0,1830
G11,1776,6641,2486,2350,46,0,274
G12,2974,8483,14267,7544,163,0,311
G13,21960,32712,164817,38755,2619,0,5955
G14,8652,22385,39610,10922,531,0,4408
G15,11276,22434,62017,19792,723,0,3455
G16,15874,26291,56125,21705,925,0,3345
G17,17881,25273,112968,25270,1202,0,3829
G18,10065,23953,57547,16535,1029,0,3946
G19,32424,41948,270766,45446,4505,0,12684
G20,30190,42931,252254,45451,4051,0,19794
G21,15577,26392,103268,22253,1712,0,4235
G22,14858,23674,106063,25956,2171,0,4430
G23,14832,22336,100540,27348,1061,0,6855
G24,10310,17743,53504,18338,928,0,2895
H1,14897,27221,89253,22363,1831,0,1005
H2,17576,30419,133688,28549,1727,0,8774
H3,22210,33208,186613,30462,3471,0,9455
H4,10069,19885,59804,15930,1083,0,3133
H5,10416,19491,48734,14779,1431,0,4250
H6,10163,19205,54941,19119,956,0,2861
H7,10075,16782,56160,16260,553,0,1854
H8,9206,3969,5611,1930,60,0,103
H9,12404,20257,92596,17318,2281,0,3932
H10,17920,30108,139096,30852,2269,0,8683
H11,18550,28480,136685,36515,2406,0,5512
H12,2291,4963,8529,4290,143,0,625
H13,10654,20290,67329,18976,1483,0,2658
H14,150,163,799,134,2,0,47
H15,10944,24054,60199,20328,1038,0,2513
H16,15063,25104,103772,24675,2390,0,5263
H17,9761,19864,53729,17660,823,0,4519
H18,10162,20039,69729,16702,909,0,3696
H19,9680,17068,52975,16145,578,0,2265
H20,16007,21940,83933,21997,2003,0,4825
H21,5191,10220,26473,8700,417,0,1322
H22,12283,26022,74648,24964,1058,0,5247
H23,9049,18390,48571,16658,973,0,2438
H24,531,302,1112,589,128,0,26
I1,9785,23083,51554,16793,999,0,4163
I2,815,335,479,376,4,0,9
I3,17631,22906,82829,22899,1972,0,2741
I4,12552,20934,54918,17196,759,0,2586
I5,16863,17305,72905,21421,1658,0,1825
I6,16759,21830,108010,27167,1251,0,3878
I7,21075,25457,132862,33874,2087,0,4471
I8,15778,20854,110539,21193,1962,0,4305
I9,167,256,843,138,3,0,14
I10,19696,22848,123094,30340,2152,0,5010
I11,8038,11046,37095,10466,763,0,528
I12,3987,6822,18629,6797,483,0,520
I13,26995,31883,159811,43705,3983,0,6158
I14,26556,37545,107144,45743,2220,0,4457
I15,12891,19361,57385,19556,1136,0,3315
I16,15423,22655,62908,23374,1088,0,2458
I17,35868,37019,249565,56029,4323,0,9262
I18,13934,21478,66799,22914,1007,0,3081
I19,104,15,28,38,0,0,0
I20,20476,21110,105804,26477,2082,0,3640
I21,17796,24252,74971,26355,1111,0,2971
I22,14490,23410,90701,22420,1435,0,7929
I23,11432,9074,81513,18785,1410,0,6736
I24,12934,19376,90023,23205,892,0,7005
J1,19706,24858,127662,24863,2522,0,4219
J2,14180,17648,80715,21074,1644,0,3803
J3,20015,23675,131813,26953,2944,0,3328
J4,10145,17238,56725,18290,507,0,4071
J5,16569,22837,113850,23250,1537,0,10421
J6,23596,26572,134964,34218,2653,0,6261
J7,12001,19070,79351,17992,1244,0,4806
J8,4925,7576,26405,8086,322,0,1303
J9,4840,8615,22673,12711,444,0,513
J10,16067,19560,116858,23415,1903,0,4233
J11,5849,8863,37160,10611,582,0,1301
J12,15985,18924,111749,29725,1773,0,4415
J13,9812,15167,51742,15782,968,0,3149
J14,10946,14876,66669,19666,857,0,3261
J15,8412,16393,50890,17315,1018,0,1915
J16,15253,20119,89720,27183,1609,0,3040
J17,423,46,207,221,1,0,13
J18,11057,17173,61273,22379,778,0,3679
J19,13020,18833,56085,20052,747,0,5005
J20,16148,21490,87327,25321,1522,0,4798
J21,14053,17211,53506,16895,583,0,1514
J22,16172,16978,81862,18652,1886,0,3060
J23,12147,16174,77402,19535,1230,0,4233
J24,17380,22558,137697,26652,3061,0,7939
K1,23863,32117,160800,47383,2848,0,4960
K2,13810,21850,68628,24051,1124,0,3819
K3,13067,21457,79349,22013,1218,0,3429
K4,28680,35002,235976,57325,3839,0,13256
K5,79,95,94,215,12,0,0
K6,18,12,54,8,0,0,2
K7,16038,22280,119405,26347,1925,0,3848
K8,8175,11115,43932,13189,574,0,1019
K9,7218,10355,37724,12596,633,0,1200
K10,16118,23749,115504,31330,3001,0,5570
K11,4289,7766,22389,9880,244,0,945
K12,6455,10270,31018,12512,602,0,687
K13,16743,23094,82364,21784,1324,0,4097
K14,327,211,605,378,4,0,15
K15,11961,18427,56585,21054,726,0,3127
K16,181,23,180,34,3,0,5
K17,267,28,177,43,6,0,5
K18,28000,32038,214145,52222,3186,0,12137
K19,360,134,604,361,1,0,9
K20,20407,28748,117354,47213,1494,0,5764
K21,13495,20063,76994,20477,902,0,3968
K22,23799,30390,172232,43190,3103,0,6511
K23,21425,27328,152756,33834,2593,0,7741
K24,11241,18461,59866,19450,933,0,2883
L1,17126,24221,137147,26458,2486,0,4982
L2,8743,15087,42967,17128,342,0,1625
L3,19670,25555,156608,35929,2531,0,10695
L4,12826,14126,59725,20322,925,0,4160
L5,16663,22760,99417,27166,1728,0,4865
L6,23213,31608,174917,43157,2706,0,11686
L7,260,109,536,239,4,0,15
L8,9253,15170,56820,16894,982,0,3348
L9,11265,19590,63734,20814,750,0,3550
L10,8423,12842,42549,15399,689,0,1947
L11,10188,15918,58045,19270,1532,0,2966
L12,12358,16619,59798,16808,1078,0,1979
L13,15123,19893,97474,29548,1428,0,6327
L14,18421,21714,121818,35821,1980,0,6559
L15,367,216,765,316,51,0,17
L16,84,12,54,27,0,0,0
L17,10431,18545,66477,19686,737,0,7765
L18,10157,12882,45272,15487,1116,0,1783
L19,20736,25197,142882,36809,3222,0,6379
L20,9459,15634,56813,16337,877,0,3537
L21,289,459,735,319,3,0,9
L22,10840,16437,66434,22241,1169,0,2580
L23,11499,20424,71977,21222,1230,0,3869
L24,17006,24460,143615,30016,2670,0,9636
M1,14094,21885,87895,21871,2004,0,2686
M2,17283,22812,104659,32848,1511,0,4993
M3,9870,15058,56339,16227,1109,0,3352
M4,20078,31748,147823,42040,1888,0,10566
M5,18867,27650,138935,31953,2880,0,5018
M6,12562,23102,65922,25943,1454,0,2631
M7,11897,17745,69302,19016,1664,0,3599
M8,13609,17373,51073,16794,922,0,2451
M9,19552,27075,138726,34588,2457,0,5866
M10,11678,22752,68873,24917,1316,0,4958
M11,9644,20671,63072,19047,881,0,3114
M12,11075,19086,66466,20375,699,0,2859
M13,15743,21179,91229,26770,1513,0,3884
M14,95,20,96,18,0,0,4
M15,15503,22407,94040,28951,1518,0,5057
M16,22500,34904,162590,41880,2069,0,22330
M17,181,28,338,90,3,0,17
M18,11466,19602,75301,22718,817,0,3548
M20,15307,22502,82321,25033,1130,0,4914
M21,27268,37141,219033,44039,3211,0,33224
M22,9965,22308,56851,19528,789,0,4344
M23,17917,13870,115284,40408,1542,0,7828
M24,11341,10269,90966,23748,1293,0,4762
N1,8324,17100,53788,13909,882,0,3177
N2,19843,26814,164983,29973,2577,0,5964
N3,10212,16141,60171,16152,832,0,4046
N4,18276,26277,142799,36928,2132,0,5327
N5,12056,18896,81754,19593,1976,0,4400
N6,8836,16412,53380,16755,843,0,2866
N7,18411,24559,124576,32027,2418,0,6532
N8,8924,17878,57899,20723,743,0,4558
N9,16967,24937,141637,26688,3269,0,7913
N10,16425,21767,102844,20191,1759,0,9234
N11,213,17,27,4,0,0,1
N12,184,22,417,42,2,0,23
N13,10693,16358,59962,18713,1289,0,3991
N14,16348,21746,107616,27790,1490,0,3841
N15,217,88,163,58,8,0,1
N16,11688,20284,53355,21529,1312,0,2993
N17,11598,19765,62623,18717,1074,0,3385
N18,12551,16713,70371,22043,1024,0,3629
N19,8547,12993,41846,13577,821,0,3007
N20,11084,15073,71756,16504,1573,0,3405
N21,30107,40875,274907,50126,4777,0,19626
N22,10002,15561,54186,18554,842,0,3168
N23,23074,31019,188932,42710,2387,0,15026
N24,10527,17670,65746,21354,1027,0,3739
O1,14711,25308,108707,23815,1852,0,4673
O2,13378,22081,91766,23805,1464,0,5385
O3,503,533,2049,524,36,0,29
O4,12503,29582,70494,24280,877,0,3748
O5,12736,26825,76074,24658,1389,0,4420
O6,23879,38959,161496,35267,2508,0,9923
O7,18722,34584,140440,26754,3014,0,6505
O8,15510,32582,65584,25326,1227,0,2327
O9,26915,43131,191738,48589,3754,0,8888
O10,14999,27377,89035,22659,1472,0,2714
O11,10524,27625,68700,19473,1671,0,5415
O12,12313,29437,64444,22277,991,0,2750
O13,17258,27619,123447,28819,1439,0,4517
O14,10783,23577,67675,19545,1179,0,3766
O15,21133,32796,174795,36162,3161,0,11397
O16,10186,24043,55321,16645,1265,0,3193
O17,26100,37842,215878,41962,3762,0,13851
O18,8425,18722,50736,14841,641,0,2916
O19,19973,33423,148694,32428,2152,0,7498
O20,14567,29283,89940,24129,1017,0,5584
O21,19783,32115,150315,33721,3289,0,7200
O22,241,352,1080,298,3,0,71
O23,420,25,427,116,0,0,5
O24,8168,13287,50402,14126,810,0,6205
P1,12787,17694,101859,22739,1761,0,6425
P2,155,7,36,92,0,0,1
P3,10743,20632,55345,17624,925,0,2999
P4,12216,23964,68067,16852,1149,0,4114
P5,15267,27878,112448,30432,1595,0,7470
P6,19895,28977,142000,28505,2493,0,5309
P7,11511,27202,62650,21820,1239,0,2534
P8,13816,23862,81630,27169,1079,0,6950
P9,7719,19518,43172,13284,743,0,2463
P10,16760,24732,107262,28133,1853,0,3870
P11,250,31,384,144,3,0,7
P12,14913,27436,102142,20891,2003,0,4433
P13,629,213,413,284,3,0,23
P14,9519,25010,54176,20600,871,0,5405
P15,8695,18380,49013,15545,653,0,3424
P16,11259,27474,65478,17472,1122,0,4220
P17,14750,22246,67575,17732,1183,0,4219
P18,8601,18367,52058,12333,1101,0,2584
P19,40808,32909,130567,29422,1706,0,7802
P20,12894,24349,73347,19219,1405,0,3377
P21,64,20,110,22,3,0,17
P22,19751,32669,137171,32911,1942,0,3990
P23,17,20,79,6,0,0,0
P24,156,4,26,34,1,0,1
