status,count
barcode_unmatch_ambiguous_mapping,47197
barcode_unmatch_unaligned,2635893
barcode_unmatch_aligned,894863
barcode_unmatch_mapped_to_exon,3467991
barcode_match,43637806
barcode_unmatch_mapped_to_intron,1303286
