cell_id,unaligned,aligned_unmapped,mapped_to_exon,mapped_to_intron,ambiguous_mapping,mapped_to_ERCC,mapped_to_MT
F7,6179,7232,30073,11205,183,0,1436
F8,3998,6447,14843,7516,179,0,1310
F9,24345,21070,134705,38025,1878,0,12657
F10,9304,9911,33214,14490,559,0,4476
F11,452,655,1696,600,21,0,175
F12,2763,3578,18227,6497,179,0,891
F13,11636,15453,44238,23854,719,0,5833
F14,16917,12229,48281,22018,535,0,5028
F15,205,17,127,157,1,0,17
F16,9547,9847,47548,16689,629,0,6865
F17,12946,13811,64925,22465,934,0,7574
F18,28831,24711,180316,51308,2012,0,15930
F19,16305,16156,84882,27994,989,0,10028
F20,8277,8441,24154,11668,416,0,1952
F21,24180,19275,133309,43584,1371,0,12720
F22,10602,8908,45175,15736,720,0,6316
F23,21978,21637,139105,42856,1946,0,15197
F24,12022,11887,52572,17542,735,0,4089
G1,14005,18586,81878,26807,917,0,8712
G2,12375,13530,50930,18825,559,0,7617
G3,8670,8498,26637,13497,376,0,2498
G4,20491,18475,113200,33517,2082,0,8593
G5,3234,4847,19077,6401,359,0,487
G6,13603,13295,55531,24815,904,0,7607
G7,48458,12837,69949,23766,979,0,5685
G8,14095,14534,109536,23310,1094,0,9247
G9,3653,6485,19009,7533,178,0,690
G10,17427,19421,130106,27840,2100,0,10485
G11,1151,1897,8927,1721,64,0,566
G12,4941,5633,29856,7928,512,0,2668
G13,13129,13833,58713,21685,963,0,4756
G14,7944,9071,16203,9066,182,0,2057
G15,14592,12944,80662,24260,1062,0,8487
G16,25445,25217,111389,41406,1420,0,8060
G17,13764,12407,76702,24293,1312,0,7642
G18,25279,20953,135365,42163,1390,0,12344
G19,23007,19672,145644,32409,2188,0,15164
G20,12429,11806,51999,20859,828,0,3811
G21,13487,10520,43473,19140,546,0,4809
G22,11568,10498,36047,16395,385,0,2806
G23,12877,12875,56715,22791,624,0,8660
G24,13658,12454,59839,21466,1349,0,4443
H1,19539,16191,91619,28058,1372,0,6955
H2,22311,19776,142939,36532,2507,0,16018
H3,11992,11309,45882,21630,532,0,4870
H4,17903,11631,50061,22473,496,0,4798
H5,11476,8607,34022,16348,408,0,5106
H6,17309,12569,81724,31215,952,0,8235
H7,5511,5903,22003,9860,225,0,1841
H8,124811,2437,13635,3351,301,0,878
H9,10708,9864,54603,18616,792,0,4773
H10,10869,8827,45414,14356,742,0,4583
H11,8104,8522,35053,15696,696,0,2932
H12,2722,2983,16414,3831,223,0,891
H13,8710,8505,27100,12871,227,0,2905
H14,224,59,543,334,2,0,35
H15,15247,13665,73110,30582,712,0,6786
H16,10824,9904,35996,19594,836,0,3021
H17,22654,18439,122178,37950,1470,0,17780
H18,8275,7721,34093,13512,416,0,3773
H19,9586,8387,41004,17375,590,0,4542
H20,9364,6155,23006,11805,318,0,2334
H21,6218,5102,21511,9254,299,0,1347
H22,11810,10442,39509,20985,779,0,1638
H23,17205,11156,46430,25401,526,0,5341
H24,2426,260,1669,802,17,0,96
I1,15137,11652,52005,21388,869,0,4365
I2,635,147,255,183,5,0,11
I3,14444,24378,63986,25103,656,0,5699
I4,10830,23947,42738,17497,634,0,4682
I5,14398,21135,64010,23754,772,0,3990
I6,13159,20303,50042,18492,949,0,2900
I7,16107,18684,49570,22293,663,0,3588
I8,7480,13408,51194,12596,655,0,3365
I9,81,117,249,117,4,0,51
I10,8873,19155,28816,13827,492,0,1305
I11,2936,8172,13566,4661,377,0,987
I12,10932,13145,68043,12078,843,0,5762
I13,16736,23392,93391,28720,1048,0,6199
I14,10955,19435,41894,20161,450,0,3626
I15,9224,18340,34253,12823,423,0,3396
I16,8787,23842,9283,12556,288,0,2081
I17,22790,28647,114639,27273,1395,0,10383
I18,13036,18784,51118,19620,591,0,3304
I19,122,8,8,11,0,0,1
I20,9527,19028,37306,13393,673,0,2032
I21,11927,20956,44904,19012,489,0,3336
I22,19894,27472,71779,24831,928,0,6779
I23,14633,7385,48120,19109,893,0,4637
I24,15738,10467,52889,20456,844,0,5729
J1,21030,21177,56199,21973,740,0,3777
J2,5996,14723,17263,9016,189,0,875
J3,13441,18574,69570,21524,948,0,3857
J4,18222,21281,112080,25514,1424,0,11836
J5,19310,22837,97011,30723,1198,0,13488
J6,10358,18840,32281,14600,472,0,2624
J7,14040,14689,56718,17976,852,0,5211
J8,2385,6640,10338,3848,143,0,164
J9,2584,6024,8789,3318,299,0,507
J10,7446,11882,26200,11012,434,0,2025
J11,3668,7166,23829,5063,353,0,2393
J12,3329,8423,17875,4395,370,0,841
J13,17778,23757,97307,24995,1422,0,7187
J14,13777,15862,80109,21960,1074,0,8074
J15,25849,33675,171845,53065,2090,0,16349
J16,16813,20177,71489,28798,1063,0,6748
J17,324,86,72,142,0,0,6
J18,18624,25798,130704,34454,1863,0,10494
J19,15280,21955,76875,29187,1148,0,6464
J20,14122,16277,77816,23834,1005,0,7936
J21,9443,19490,42451,15139,499,0,3106
J22,14576,20612,71770,25238,1100,0,4054
J23,13223,17153,54714,19211,654,0,5913
J24,12183,15679,62385,21106,980,0,5451
K1,19226,28780,108356,36632,1856,0,8123
K2,23007,33199,142371,34370,1794,0,14610
K3,10836,22309,31758,18786,388,0,2289
K4,9725,21102,35034,17691,670,0,3153
K5,203,161,145,157,0,0,1
K6,41,81,65,60,0,0,2
K7,10307,21617,36210,18536,352,0,3244
K8,5292,9136,24714,5650,325,0,956
K9,7043,11624,19406,10125,222,0,1403
K10,9507,19407,37062,17406,613,0,3272
K11,4528,6303,11335,2961,268,0,585
K12,2595,7249,11953,4391,135,0,560
K13,20262,24909,106388,29559,1336,0,10161
K14,666,410,753,329,12,0,77
K15,24625,30436,133048,34989,2177,0,11383
K16,580,32,89,68,0,0,8
K17,1296,98,94,74,0,0,6
K18,10669,21487,44392,16166,645,0,5269
K19,505,95,619,168,18,0,60
K20,35998,37016,208723,53684,2659,0,23875
K21,9294,17255,37579,14883,632,0,3326
K22,20540,31038,113766,39347,977,0,10003
K23,21824,27019,120152,33012,1752,0,14198
K24,11867,15769,30336,12872,533,0,2039
L1,8182,19193,33383,15908,473,0,1834
L2,9951,19104,34377,15813,345,0,3065
L3,18090,18959,96963,35168,1132,0,8228
L4,14050,19616,73341,25362,941,0,5617
L5,8407,14509,25241,14803,316,0,2224
L6,11056,16183,36529,18034,266,0,6309
L7,247,100,173,333,0,0,15
L8,22000,26637,131443,49170,1158,0,15113
L9,31677,36597,212427,49839,2525,0,19282
L10,18940,24937,83936,36202,950,0,4463
L11,10412,18615,41847,19990,639,0,3917
L12,15429,21718,81053,24971,924,0,6125
L13,9530,19630,32849,16170,242,0,2628
L14,16977,20110,73211,29103,678,0,4855
L15,512,185,172,223,0,0,9
L16,81,15,38,13,0,0,3
L17,10705,21151,38760,19909,402,0,5060
L18,16361,19524,88652,27474,1372,0,7166
L19,10826,16414,45504,18025,571,0,4779
L20,13942,19357,66083,26870,791,0,3701
L21,758,115,224,159,3,0,12
L22,8332,15488,34449,14697,389,0,2884
L23,10255,16193,29948,15212,650,0,2476
L24,9340,15330,26954,14444,421,0,3064
M1,58827,24262,57157,19566,675,0,3594
M2,24274,30654,164812,36056,2329,0,15192
M3,8366,18669,33177,12804,299,0,2328
M4,13834,25760,73702,24857,1587,0,7892
M5,9975,22127,43572,17745,586,0,4478
M6,27096,37167,168968,49817,2074,0,13922
M7,11718,21002,61393,16972,799,0,5706
M8,11831,20214,58409,21437,854,0,2874
M9,16857,24252,72272,20574,1276,0,7266
M10,15055,27981,71980,29346,959,0,7544
M11,18437,26845,97935,26700,1328,0,8051
M12,13737,26690,60911,19984,918,0,6514
M13,14381,24360,68957,22304,982,0,6223
M14,473,14,27,17,0,0,4
M15,11161,21820,55180,18773,786,0,2955
M16,28411,42542,208345,36914,2326,0,35777
M17,950,58,161,56,3,0,55
M18,15332,19513,89569,22795,1478,0,8612
M20,11078,23475,42199,18913,530,0,3458
M21,17141,24978,88895,25616,1480,0,13393
M22,21876,30350,125748,29649,1545,0,13304
M23,37214,24046,262446,83689,3170,0,39203
M24,9452,11907,36034,18467,860,0,2629
N1,9520,24846,35756,17616,665,0,1900
N2,8346,19401,45099,11894,674,0,3832
N3,13023,18426,64101,16245,949,0,5729
N4,11079,19728,43634,16865,493,0,3105
N5,20746,28288,134270,35287,1439,0,14080
N6,19785,26527,128766,26356,2132,0,10630
N7,12218,22793,43656,17393,558,0,5270
N8,16068,26937,108648,26488,1059,0,10706
N9,15056,24101,80752,26052,1452,0,7750
N10,9243,17765,31695,11861,361,0,3208
N11,249,22,17,28,0,0,1
N12,950,37,131,52,4,0,6
N13,24474,29796,148158,35486,2087,0,16400
N14,8441,19142,29273,12669,610,0,2645
N15,828,72,358,218,7,0,36
N16,8867,17970,32491,14284,336,0,3207
N17,14331,25530,82087,23229,1072,0,6857
N18,10314,18465,35379,15838,785,0,3005
N19,13507,22916,69085,25333,1164,0,5841
N20,12266,13929,39595,14644,803,0,3748
N21,8128,19431,34504,12855,635,0,3069
N22,9997,17377,43876,14539,348,0,4381
N23,9586,17428,37725,14321,494,0,2844
N24,8150,15126,27226,10545,281,0,2853
O1,10079,22694,44693,17538,816,0,3264
O2,10728,21167,48017,16202,798,0,4325
O3,1486,226,1966,982,18,0,305
O4,10159,20488,37756,17072,770,0,3486
O5,26957,35291,182017,37628,2479,0,13231
O6,8017,18131,29790,11926,688,0,2064
O7,20914,31525,115554,30192,1369,0,9901
O8,18531,28601,92223,30195,1252,0,7953
O9,10118,20858,45932,17316,426,0,3999
O10,12761,19223,49628,15054,1025,0,2880
O11,16237,31030,91722,26755,1147,0,12932
O12,30972,37115,218797,45745,3077,0,24017
O13,23854,30064,152466,41326,2053,0,14873
O14,11833,19452,59470,18944,878,0,5387
O15,7937,16335,26390,12029,374,0,2632
O16,25917,31354,156951,47744,2353,0,15265
O17,19039,26007,120539,29278,2003,0,9388
O18,17419,30680,106252,30982,1180,0,9369
O19,16906,25930,85767,24413,1116,0,7529
O20,14154,23351,67156,27323,553,0,5190
O21,12604,20790,50858,17767,871,0,5315
O22,276,163,1113,238,4,0,170
O23,685,80,274,164,2,0,9
O24,13590,12891,59207,16481,813,0,7578
P1,4930,7930,17726,8105,425,0,1213
P2,280,5,14,16,0,0,1
P3,12997,17296,53182,23089,594,0,3233
P4,14898,17642,36987,15123,465,0,3737
P5,12989,19665,75487,22193,894,0,9049
P6,11208,16047,41549,14739,682,0,3539
P7,14053,18320,65376,22349,790,0,4384
P8,11163,19605,55183,18153,595,0,4042
P9,8739,17406,35607,13237,744,0,2622
P10,13634,19820,71569,19906,1152,0,5106
P11,287,233,277,125,2,0,27
P12,15147,23227,66974,23173,987,0,4570
P13,234,114,119,185,0,0,8
P14,15782,22814,88648,28680,793,0,9684
P15,8874,15430,41052,14347,619,0,3766
P16,9577,20118,30291,16370,403,0,2383
P17,10931,19174,51850,18682,1088,0,4445
P18,22675,22539,97059,27629,1204,0,10651
P19,11517,22288,48153,19301,622,0,4097
P20,13622,20337,61463,17673,553,0,5423
P21,203,324,157,180,1,0,20
P22,10075,17262,39789,15555,465,0,2994
P23,34,34,73,31,0,0,49
P24,304,14,17,50,0,0,0
