cell_id,unaligned,aligned_unmapped,mapped_to_exon,mapped_to_intron,ambiguous_mapping,mapped_to_ERCC,mapped_to_MT
K17,5114,83,374,314,2,0,24
K18,62632,39626,280465,67424,3816,0,28625
K19,787,262,1076,291,9,0,112
K20,47258,35367,205846,47512,2970,0,25084
K21,42105,27164,132975,44066,2243,0,11674
K22,43600,43710,229951,75525,3194,0,18684
K23,20352,22474,87056,32623,1364,0,12947
K24,32245,17162,61174,23092,1183,0,4721
L1,20872,28306,96933,29816,1380,0,8184
L2,37013,37693,197938,49133,3102,0,14992
L3,17325,18634,72367,27629,941,0,7913
L4,23797,22054,98970,31342,1059,0,11351
L5,24662,23112,131694,39868,1898,0,10786
L6,42428,35214,157581,50685,1591,0,24847
L7,567,246,904,426,11,0,42
L8,17419,20911,89999,27926,1197,0,9837
L9,47181,27408,143512,46828,2026,0,12136
L10,46828,29921,180674,43974,2784,0,15058
L11,28910,19101,60619,24307,723,0,7229
L12,66223,23033,98548,29860,1556,0,7746
L13,40964,34375,214097,50583,3628,0,18788
L14,88414,16567,48453,18739,685,0,5272
L15,3230,575,2094,593,10,0,183
L16,369,20,265,69,1,0,14
L17,18352,17904,54485,21824,720,0,9957
L18,54647,21818,82178,34823,918,0,6796
L19,18792,15772,29621,13370,357,0,2847
L20,37808,26060,136068,38422,1752,0,13628
L21,2380,235,1444,934,13,0,117
L22,22465,20011,102706,31002,1630,0,12022
L23,45110,38411,274930,61761,3326,0,32536
L24,17640,15700,55917,24911,504,0,7453
M1,39260,42000,222026,52233,3495,0,17446
M2,20609,23376,100329,32552,1539,0,8570
M3,43159,40569,288841,63929,4052,0,25396
M4,29228,34817,181300,54329,3188,0,21621
M5,19636,25595,108977,31358,1496,0,10373
M6,20195,23768,95673,33318,1449,0,9908
M7,15954,17402,57763,18819,597,0,6528
M8,33710,30658,198287,47611,2819,0,16717
M9,31180,28180,153474,45598,2552,0,19548
M10,18134,25673,78365,30037,915,0,9937
M11,18968,20680,68134,28118,926,0,7058
M12,24947,22756,78594,29251,980,0,10579
M13,21704,24080,93385,34238,1220,0,7152
M14,1119,43,135,20,0,0,4
M15,20732,21895,95127,35298,1052,0,9951
M16,53791,63461,369216,77514,5004,0,59429
M17,2507,73,488,185,5,0,31
M18,46822,22034,73074,30433,1283,0,8075
M20,62993,26600,132133,38010,1987,0,18517
M21,51936,40404,248166,67077,3261,0,44210
M22,39596,34412,191223,46481,3119,0,15860
M23,26533,26362,135113,44524,2143,0,12958
M24,20403,20581,106593,28647,1406,0,11873
N1,32651,30956,175582,41326,1823,0,18776
N2,11638,14859,59752,21695,707,0,5300
N3,16116,15943,59942,22371,845,0,6771
N4,47756,44850,296155,82748,4211,0,40228
N5,18957,21779,100758,32354,1439,0,11778
N6,32368,30205,213478,44569,2966,0,21978
N7,26649,27446,142856,37992,2127,0,16082
N8,24583,24788,139983,36197,1979,0,17197
N9,18480,22409,91907,28744,1461,0,9564
N10,14601,16278,55553,20190,726,0,8063
N11,323,21,28,74,0,0,2
N12,1837,30,229,135,2,0,47
N13,48624,21364,110590,33130,2087,0,11461
N14,64016,17834,61522,22466,1301,0,5461
N15,1814,59,379,94,1,0,191
N16,36865,32930,186595,52251,2476,0,18241
N17,28904,29706,170404,45981,2478,0,18607
N18,10884,15727,29620,13248,368,0,2116
N19,34943,19324,117271,36310,1962,0,14370
N20,44707,26187,146126,42436,2028,0,16862
N21,39367,23527,108515,32698,1843,0,12326
N22,28075,20921,68985,24426,1121,0,5438
N23,25830,21792,109740,30904,1558,0,10898
N24,19091,16859,75324,22697,1139,0,7358
O1,19985,23507,86376,31967,1354,0,8344
O2,17781,22067,78846,25853,1074,0,8325
O3,2352,698,2513,941,69,0,197
O4,49440,50316,286952,69526,3663,0,34701
O5,25250,34952,141194,39820,1995,0,11815
O6,33797,30070,116817,34578,1347,0,11889
O7,23896,27961,95783,31365,1427,0,8006
O8,45654,40970,177537,50331,2908,0,13761
O9,52264,46277,287860,66415,3877,0,28377
O10,29872,29065,106980,32402,1463,0,8114
O11,28609,36850,158124,38743,1807,0,18758
O12,19066,27583,80585,28980,1024,0,5780
O13,20187,21307,72996,19536,1172,0,8412
O14,28064,28623,137141,36848,2220,0,12030
O15,32366,28150,67662,30098,928,0,8679
O16,27476,26173,98465,34917,1131,0,9078
O17,42295,43522,233592,60944,2719,0,22716
O18,21789,33536,126833,34027,1590,0,11877
O19,20917,26775,81813,28757,1139,0,7603
O20,21518,30135,114683,33156,1477,0,8750
O21,15941,25270,53488,28209,1016,0,7615
O22,937,541,3000,2378,73,0,311
O23,2699,208,1199,530,13,0,112
O24,17223,14549,52705,22413,777,0,6878
P1,20398,18954,109876,31119,1790,0,10505
P2,721,12,43,70,0,0,1
P3,26405,23374,96528,34129,1476,0,9371
P4,25281,22416,56398,20330,788,0,5648
P5,21140,26813,99001,28052,1677,0,12154
P6,39082,30918,114874,37524,1443,0,10252
P7,20199,25449,83001,25649,1452,0,10208
P8,39036,23403,83233,24804,1370,0,11588
P9,14989,21233,58472,20344,892,0,5601
P10,19749,24902,69208,27105,1242,0,5884
P11,435,148,609,140,4,0,17
P12,25161,24127,99538,30858,1171,0,7295
P13,515,220,435,387,4,0,22
P14,20936,26367,105241,36937,2037,0,14445
P15,22815,23568,127636,33360,1956,0,12571
P16,23071,27404,77275,29145,1054,0,11447
P17,23974,26168,85589,31600,1189,0,9086
P18,36390,24559,143416,39058,2359,0,14422
P19,26781,29590,132829,34912,1948,0,14293
P20,34556,35783,183061,49955,2628,0,21201
P21,254,57,189,90,2,0,7
P22,17417,23802,67035,27181,1335,0,6767
P23,52,30,210,29,0,0,80
P24,349,78,114,246,0,0,5
